,loadingTime,protocol,timestamp
0,565.4056072235107,http2,1532360172.6714764
0,564.5692348480225,http2,1532360232.532357
0,601.3329029083252,http2,1532360292.5189085
0,573.2321739196777,http2,1532360352.4487813
0,568.9234733581543,http2,1532360412.3556054
0,598.0093479156494,http2,1532360472.355293
0,606.0936450958252,http2,1532360532.2598445
0,587.745189666748,http2,1532360593.2134883
0,602.0011901855469,http2,1532360653.1267729
0,565.1259422302246,http2,1532360713.0009499
0,579.7874927520752,http2,1532360772.951773
0,591.10426902771,http2,1532360832.906702
0,588.6728763580322,http2,1532360892.801891
0,584.019660949707,http2,1532360952.6807163
0,593.1406021118164,http2,1532361012.6050704
0,570.0104236602783,http2,1532361072.572067
0,561.3203048706055,http2,1532361132.4717317
0,561.7554187774658,http2,1532361192.4246337
0,579.7171592712402,http2,1532361252.3616126
0,580.0960063934326,http2,1532361312.304846
0,607.3527336120605,http2,1532361372.2567089
0,602.266788482666,http2,1532361433.2315023
0,617.8689002990723,http2,1532361493.2350137
