,computationTime,networkTime,plt,protocol,timestamp
0,598.0,319.0,922.0,http1,1527562085.0
0,441.0,314.0,760.0,http1,1527562145.0
0,361.0,317.0,685.0,http1,1527562205.0
0,488.0,349.0,842.0,http1,1527562265.0
0,438.0,320.0,765.0,http1,1527562325.0
0,360.0,330.0,696.0,http1,1527562385.0
0,403.0,353.0,762.0,http1,1527562445.0
0,426.0,349.0,782.0,http1,1527562505.0
0,372.0,329.0,707.0,http1,1527562565.0
0,553.0,329.0,886.0,http1,1527562625.0
0,661.0,321.0,987.0,http1,1527562685.0
0,744.0,355.0,1103.0,http1,1527562745.0
0,644.0,327.0,976.0,http1,1527562805.0
0,478.0,311.0,797.0,http1,1527562865.0
0,375.0,334.0,714.0,http1,1527562925.0
0,532.0,378.0,918.0,http1,1527562985.0
0,541.0,346.0,893.0,http1,1527563045.0
0,357.0,305.0,669.0,http1,1527563104.0
0,454.0,320.0,779.0,http1,1527563165.0
0,474.0,348.0,826.0,http1,1527563225.0
0,370.0,324.0,700.0,http1,1527563284.0
0,428.0,341.0,775.0,http1,1527563345.0
0,609.0,327.0,943.0,http1,1527563405.0
0,546.0,336.0,888.0,http1,1527563465.0
0,372.0,335.0,712.0,http1,1527563525.0
0,414.0,323.0,744.0,http1,1527563585.0
0,382.0,323.0,710.0,http1,1527563645.0
0,358.0,377.0,740.0,http1,1527563705.0
0,342.0,345.0,694.0,http1,1527563765.0
0,395.0,311.0,711.0,http1,1527563824.0
0,386.0,337.0,728.0,http1,1527563885.0
0,581.0,328.0,915.0,http1,1527563945.0
0,533.0,352.0,892.0,http1,1527564005.0
0,382.0,315.0,704.0,http1,1527564064.0
0,479.0,324.0,809.0,http1,1527564125.0
0,641.0,338.0,985.0,http1,1527564185.0
0,625.0,350.0,982.0,http1,1527564245.0
0,607.0,313.0,925.0,http1,1527564305.0
0,319.0,309.0,634.0,http1,1527564365.0
0,367.0,356.0,728.0,http1,1527564425.0
0,441.0,339.0,786.0,http1,1527564485.0
0,418.0,343.0,765.0,http1,1527564545.0
0,454.0,355.0,815.0,http1,1527564605.0
0,635.0,324.0,964.0,http1,1527564665.0
0,506.0,312.0,824.0,http1,1527564725.0
0,380.0,346.0,732.0,http1,1527564785.0
0,419.0,362.0,787.0,http1,1527564845.0
0,375.0,306.0,687.0,http1,1527564905.0
0,376.0,346.0,727.0,http1,1527564965.0
0,570.0,385.0,960.0,http1,1527565025.0
