,computationTime,domloading_ts,fetchstart_ts,loadeventend_ts,navigationstart_ts,networkTime,plt,protocol,requeststart_ts,responseend_ts,responsestart_ts,timestamp,ttfb
0,405.0,1532876524058.0,1532876523758.0,1532876524463.0,1532876523757.0,298.0,706.0,http1,1532876524042.0,1532876524056.0,1532876524046.0,1532876524.0,289.0
0,392.0,1532876584641.0,1532876584336.0,1532876585033.0,1532876584333.0,303.0,700.0,http1,1532876584628.0,1532876584639.0,1532876584629.0,1532876585.0,296.0
0,475.0,1532876644202.0,1532876643905.0,1532876644677.0,1532876643905.0,294.0,772.0,http1,1532876644188.0,1532876644199.0,1532876644190.0,1532876645.0,285.0
0,352.0,1532876704888.0,1532876704558.0,1532876705240.0,1532876704556.0,328.0,684.0,http1,1532876704875.0,1532876704886.0,1532876704876.0,1532876705.0,320.0
0,402.0,1532876764411.0,1532876764112.0,1532876764813.0,1532876764110.0,296.0,703.0,http1,1532876764392.0,1532876764408.0,1532876764398.0,1532876765.0,288.0
0,349.0,1532876824002.0,1532876823691.0,1532876824351.0,1532876823689.0,309.0,662.0,http1,1532876823987.0,1532876824000.0,1532876823991.0,1532876824.0,302.0
0,388.0,1532876884549.0,1532876884227.0,1532876884937.0,1532876884226.0,320.0,711.0,http1,1532876884533.0,1532876884547.0,1532876884537.0,1532876885.0,311.0
0,384.0,1532876944128.0,1532876943805.0,1532876944512.0,1532876943805.0,321.0,707.0,http1,1532876944114.0,1532876944126.0,1532876944116.0,1532876945.0,311.0
0,338.0,1532877004687.0,1532877004381.0,1532877005025.0,1532877004377.0,304.0,648.0,http1,1532877004673.0,1532877004685.0,1532877004675.0,1532877005.0,298.0
0,398.0,1532877064207.0,1532877063899.0,1532877064605.0,1532877063897.0,305.0,708.0,http1,1532877064193.0,1532877064204.0,1532877064195.0,1532877065.0,298.0
0,364.0,1532877124820.0,1532877124485.0,1532877125184.0,1532877124485.0,333.0,699.0,http1,1532877124804.0,1532877124818.0,1532877124808.0,1532877125.0,323.0
0,405.0,1532877184375.0,1532877184057.0,1532877184780.0,1532877184057.0,316.0,723.0,http1,1532877184359.0,1532877184373.0,1532877184363.0,1532877185.0,306.0
0,369.0,1532877243980.0,1532877243670.0,1532877244349.0,1532877243668.0,308.0,681.0,http1,1532877243967.0,1532877243978.0,1532877243968.0,1532877244.0,300.0
0,423.0,1532877304550.0,1532877304237.0,1532877304973.0,1532877304235.0,310.0,738.0,http1,1532877304534.0,1532877304547.0,1532877304538.0,1532877305.0,303.0
0,397.0,1532877364203.0,1532877363862.0,1532877364600.0,1532877363861.0,339.0,739.0,http1,1532877364188.0,1532877364201.0,1532877364191.0,1532877365.0,330.0
0,386.0,1532877424800.0,1532877424483.0,1532877425186.0,1532877424482.0,315.0,704.0,http1,1532877424785.0,1532877424798.0,1532877424789.0,1532877425.0,307.0
0,422.0,1532877484391.0,1532877484068.0,1532877484813.0,1532877484068.0,321.0,745.0,http1,1532877484373.0,1532877484389.0,1532877484379.0,1532877485.0,311.0
0,371.0,1532877543991.0,1532877543684.0,1532877544362.0,1532877543682.0,305.0,680.0,http1,1532877543978.0,1532877543989.0,1532877543979.0,1532877544.0,297.0
0,413.0,1532877604570.0,1532877604229.0,1532877604983.0,1532877604229.0,338.0,754.0,http1,1532877604553.0,1532877604567.0,1532877604558.0,1532877605.0,329.0
0,469.0,1532877664161.0,1532877663858.0,1532877664630.0,1532877663857.0,301.0,773.0,http1,1532877664147.0,1532877664159.0,1532877664149.0,1532877665.0,292.0
0,377.0,1532877724814.0,1532877724501.0,1532877725191.0,1532877724500.0,311.0,691.0,http1,1532877724799.0,1532877724812.0,1532877724802.0,1532877725.0,302.0
0,466.0,1532877784377.0,1532877784061.0,1532877784843.0,1532877784060.0,314.0,783.0,http1,1532877784362.0,1532877784375.0,1532877784365.0,1532877785.0,305.0
0,427.0,1532877844075.0,1532877843722.0,1532877844502.0,1532877843720.0,351.0,782.0,http1,1532877844057.0,1532877844073.0,1532877844063.0,1532877845.0,343.0
0,412.0,1532877904677.0,1532877904381.0,1532877905089.0,1532877904379.0,294.0,710.0,http1,1532877904663.0,1532877904675.0,1532877904665.0,1532877905.0,286.0
0,438.0,1532877964271.0,1532877963974.0,1532877964709.0,1532877963972.0,295.0,737.0,http1,1532877964257.0,1532877964269.0,1532877964259.0,1532877965.0,287.0
0,363.0,1532878023911.0,1532878023601.0,1532878024274.0,1532878023600.0,308.0,674.0,http1,1532878023897.0,1532878023909.0,1532878023899.0,1532878024.0,299.0
