,loadingTime,protocol,timestamp
0,290.28820991516113,http1,1532421542.75533
0,294.04377937316895,http1,1532421603.1160421
0,252.51150131225586,http1,1532421662.4337854
0,228.43050956726074,http1,1532421722.7279775
0,248.26645851135254,http1,1532421783.0413673
0,243.36481094360352,http1,1532421842.3521278
0,288.4938716888428,http1,1532421902.7105787
0,341.71009063720703,http1,1532421963.1169968
0,387.5575065612793,http1,1532422022.576516
0,363.30485343933105,http1,1532422083.003006
0,243.80850791931152,http1,1532422142.3132381
0,229.94065284729004,http1,1532422202.608037
0,317.90637969970703,http1,1532422262.9982982
0,546.5066432952881,http1,1532422322.605828
0,601.193904876709,http1,1532422383.2717478
0,568.9916610717773,http1,1532422442.902015
0,250.8242130279541,http1,1532422502.217319
0,264.7838592529297,http1,1532422562.5459623
0,369.2924976348877,http1,1532422622.9804223
0,404.7544002532959,http1,1532422682.449106
0,455.9135437011719,http1,1532422742.9771967
0,531.287670135498,http1,1532422802.5749285
0,466.0816192626953,http1,1532422863.1039824
0,346.890926361084,http1,1532422922.517382
0,243.92437934875488,http1,1532422982.828814
0,635.4403495788574,http1,1532423043.5308957
0,441.251277923584,http1,1532423103.035352
0,439.6195411682129,http1,1532423162.53744
0,427.3533821105957,http1,1532423223.030727
0,382.6262950897217,http1,1532423282.4784367
0,294.3570613861084,http1,1532423342.8341568
