,computationTime,networkTime,plt,protocol,timestamp
0,639.0,277.0,918.0,http2,1527562085.0
0,374.0,295.0,673.0,http2,1527562144.0
0,376.0,322.0,701.0,http2,1527562205.0
0,401.0,270.0,673.0,http2,1527562264.0
0,500.0,265.0,768.0,http2,1527562325.0
0,346.0,295.0,643.0,http2,1527562384.0
0,533.0,345.0,882.0,http2,1527562445.0
0,405.0,277.0,685.0,http2,1527562504.0
0,441.0,271.0,715.0,http2,1527562565.0
0,398.0,308.0,708.0,http2,1527562624.0
0,617.0,324.0,943.0,http2,1527562685.0
0,757.0,300.0,1059.0,http2,1527562745.0
0,774.0,282.0,1060.0,http2,1527562805.0
0,383.0,303.0,688.0,http2,1527562864.0
0,417.0,352.0,771.0,http2,1527562925.0
0,820.0,275.0,1097.0,http2,1527562985.0
0,546.0,272.0,824.0,http2,1527563044.0
0,444.0,308.0,758.0,http2,1527563105.0
0,372.0,309.0,685.0,http2,1527563164.0
0,598.0,279.0,880.0,http2,1527563225.0
0,773.0,269.0,1044.0,http2,1527563285.0
0,571.0,302.0,875.0,http2,1527563345.0
0,433.0,360.0,797.0,http2,1527563405.0
0,548.0,270.0,821.0,http2,1527563465.0
0,368.0,275.0,646.0,http2,1527563524.0
0,396.0,304.0,702.0,http2,1527563585.0
0,371.0,309.0,683.0,http2,1527563645.0
0,507.0,283.0,793.0,http2,1527563705.0
0,369.0,262.0,637.0,http2,1527563764.0
0,396.0,288.0,687.0,http2,1527563825.0
0,401.0,318.0,721.0,http2,1527563885.0
0,668.0,286.0,957.0,http2,1527563945.0
0,473.0,272.0,749.0,http2,1527564004.0
0,413.0,288.0,703.0,http2,1527564065.0
0,373.0,310.0,689.0,http2,1527564124.0
0,566.0,301.0,869.0,http2,1527564185.0
0,761.0,306.0,1074.0,http2,1527564245.0
0,581.0,307.0,890.0,http2,1527564305.0
0,348.0,291.0,643.0,http2,1527564365.0
0,387.0,288.0,677.0,http2,1527564425.0
0,473.0,304.0,780.0,http2,1527564485.0
0,421.0,306.0,729.0,http2,1527564545.0
0,405.0,297.0,705.0,http2,1527564605.0
0,814.0,307.0,1125.0,http2,1527564665.0
0,583.0,302.0,888.0,http2,1527564725.0
0,386.0,305.0,693.0,http2,1527564785.0
0,358.0,281.0,642.0,http2,1527564845.0
0,441.0,339.0,782.0,http2,1527564905.0
0,696.0,315.0,1014.0,http2,1527564965.0
0,779.0,307.0,1089.0,http2,1527565025.0
