,computationTime,networkTime,plt,protocol,timestamp
0,452.0,394.0,848.0,http2,1527562145.0
0,350.0,349.0,706.0,http2,1527562205.0
0,375.0,341.0,719.0,http2,1527562265.0
0,398.0,398.0,799.0,http2,1527562325.0
0,604.0,377.0,983.0,http2,1527562385.0
0,740.0,336.0,1079.0,http2,1527562445.0
0,459.0,345.0,807.0,http2,1527562504.0
0,528.0,412.0,943.0,http2,1527562565.0
0,773.0,369.0,1144.0,http2,1527562625.0
0,753.0,438.0,1194.0,http2,1527562685.0
0,774.0,354.0,1130.0,http2,1527562745.0
0,483.0,377.0,862.0,http2,1527562805.0
0,392.0,366.0,763.0,http2,1527562865.0
0,663.0,301.0,967.0,http2,1527562925.0
0,657.0,353.0,1014.0,http2,1527562985.0
0,370.0,377.0,751.0,http2,1527563045.0
0,373.0,381.0,757.0,http2,1527563105.0
0,388.0,415.0,805.0,http2,1527563165.0
0,625.0,418.0,1046.0,http2,1527563225.0
0,736.0,341.0,1080.0,http2,1527563285.0
0,852.0,326.0,1182.0,http2,1527563345.0
0,590.0,368.0,961.0,http2,1527563405.0
0,392.0,321.0,716.0,http2,1527563465.0
0,392.0,321.0,717.0,http2,1527563525.0
0,402.0,514.0,918.0,http2,1527563585.0
0,442.0,396.0,840.0,http2,1527563645.0
0,475.0,336.0,813.0,http2,1527563705.0
0,382.0,375.0,759.0,http2,1527563765.0
0,386.0,420.0,810.0,http2,1527563825.0
0,387.0,326.0,716.0,http2,1527563884.0
0,596.0,349.0,949.0,http2,1527563945.0
0,575.0,348.0,925.0,http2,1527564005.0
0,400.0,361.0,765.0,http2,1527564065.0
0,422.0,334.0,758.0,http2,1527564125.0
0,400.0,371.0,773.0,http2,1527564184.0
0,545.0,398.0,948.0,http2,1527564245.0
0,660.0,317.0,984.0,http2,1527564305.0
0,397.0,349.0,748.0,http2,1527564364.0
0,376.0,364.0,745.0,http2,1527564425.0
0,440.0,457.0,899.0,http2,1527564485.0
0,480.0,395.0,877.0,http2,1527564545.0
0,472.0,381.0,856.0,http2,1527564605.0
0,479.0,404.0,888.0,http2,1527564665.0
0,376.0,374.0,753.0,http2,1527564725.0
0,388.0,366.0,757.0,http2,1527564785.0
0,453.0,366.0,822.0,http2,1527564845.0
0,611.0,311.0,925.0,http2,1527564905.0
0,379.0,353.0,738.0,http2,1527564964.0
0,452.0,410.0,864.0,http2,1527565025.0
