,computationTime,networkTime,plt,protocol,timestamp
0,658.0,502.0,1163.0,http2,1527409745.0
0,633.0,509.0,1144.0,http2,1527409805.0
0,631.0,520.0,1154.0,http2,1527409865.0
0,623.0,501.0,1129.0,http2,1527409925.0
0,647.0,534.0,1185.0,http2,1527409986.0
0,675.0,573.0,1251.0,http2,1527410046.0
0,623.0,472.0,1097.0,http2,1527410105.0
0,685.0,509.0,1200.0,http2,1527410166.0
0,938.0,477.0,1418.0,http2,1527410226.0
0,654.0,520.0,1178.0,http2,1527410285.0
0,637.0,522.0,1161.0,http2,1527410345.0
0,622.0,501.0,1126.0,http2,1527410405.0
0,759.0,515.0,1276.0,http2,1527410465.0
0,644.0,500.0,1146.0,http2,1527410525.0
0,623.0,498.0,1124.0,http2,1527410585.0
0,639.0,567.0,1210.0,http2,1527410646.0
0,676.0,478.0,1160.0,http2,1527410706.0
0,692.0,532.0,1228.0,http2,1527410766.0
0,630.0,554.0,1187.0,http2,1527410826.0
0,931.0,550.0,1484.0,http2,1527410886.0
0,668.0,499.0,1170.0,http2,1527410945.0
0,683.0,509.0,1195.0,http2,1527411005.0
0,634.0,522.0,1161.0,http2,1527411065.0
