,loadingTime,protocol,timestamp
0,236.92750930786133,http1,1532358182.5642858
0,342.79322624206543,http1,1532358242.9758415
0,326.7374038696289,http1,1532358302.3728113
0,583.803653717041,http1,1532358363.0286977
0,680.5222034454346,http1,1532358422.7813115
0,638.7462615966797,http1,1532358483.4936714
0,541.4862632751465,http1,1532358543.1018622
0,600.7366180419922,http1,1532358602.7693033
0,475.0039577484131,http1,1532358663.3152964
0,635.8273029327393,http1,1532358723.0184448
0,536.2145900726318,http1,1532358782.6241739
0,269.3486213684082,http1,1532358842.9615662
0,284.7738265991211,http1,1532358902.3214254
0,319.2563056945801,http1,1532358962.7091532
0,495.1159954071045,http1,1532359023.2843509
0,763.974666595459,http1,1532359083.1180277
0,765.0268077850342,http1,1532359142.953261
0,620.9197044372559,http1,1532359202.6398165
0,429.7969341278076,http1,1532359263.1373332
0,260.5249881744385,http1,1532359322.4644394
0,325.211763381958,http1,1532359382.858315
0,230.4391860961914,http1,1532359442.159186
0,243.81470680236816,http1,1532359502.4749982
0,444.92459297180176,http1,1532359563.0067937
0,580.3995132446289,http1,1532359622.6607788
0,520.0648307800293,http1,1532359683.2571924
0,492.7353858947754,http1,1532359742.8186946
0,233.69908332824707,http1,1532359803.1260083
0,238.86537551879883,http1,1532359862.434796
0,682.1844577789307,http1,1532359923.1899042
0,718.2266712188721,http1,1532359982.982886
0,556.8556785583496,http1,1532360042.607939
0,238.3561134338379,http1,1532360102.9181333
