,loadingTime,protocol,timestamp
0,280.17687797546387,http2_multi,1532416383.0106838
0,270.611047744751,http2_multi,1532416442.4979243
0,266.7562961578369,http2_multi,1532416502.974804
0,281.1763286590576,http2_multi,1532416562.4735985
0,282.4094295501709,http2_multi,1532416622.9813924
0,272.60565757751465,http2_multi,1532416682.4671018
0,269.84572410583496,http2_multi,1532416742.9484806
0,270.7638740539551,http2_multi,1532416802.4282453
0,268.91136169433594,http2_multi,1532416862.9082205
0,274.4872570037842,http2_multi,1532416922.4026384
0,277.03166007995605,http2_multi,1532416982.897411
0,263.9422416687012,http2_multi,1532417042.370667
0,275.1345634460449,http2_multi,1532417102.8655052
0,272.81928062438965,http2_multi,1532417162.3542373
0,271.77977561950684,http2_multi,1532417222.8412044
0,279.7505855560303,http2_multi,1532417282.3387053
0,285.95995903015137,http2_multi,1532417342.8349738
0,232.51605033874512,http2_multi,1532417402.2971547
0,270.75695991516113,http2_multi,1532417462.7867424
0,273.0872631072998,http2_multi,1532417523.2717443
0,269.1209316253662,http2_multi,1532417582.7546608
0,264.1294002532959,http2_multi,1532417643.2350497
0,280.9453010559082,http2_multi,1532417702.726699
0,266.965389251709,http2_multi,1532417763.2117758
0,283.6456298828125,http2_multi,1532417822.7189384
0,277.59695053100586,http2_multi,1532417883.2096295
0,275.8462429046631,http2_multi,1532417942.7187831
0,286.62776947021484,http2_multi,1532418003.221434
0,271.23475074768066,http2_multi,1532418062.7128904
0,273.6959457397461,http2_multi,1532418123.2026908
0,312.9243850708008,http2_multi,1532418182.9902306
