,computationTime,networkTime,plt,protocol,timestamp
0,877.0,415.0,1297.0,http1,1527409685.0
0,915.0,425.0,1344.0,http1,1527409746.0
0,815.0,427.0,1245.0,http1,1527409806.0
0,880.0,417.0,1303.0,http1,1527409866.0
0,906.0,432.0,1342.0,http1,1527409926.0
0,840.0,412.0,1255.0,http1,1527409985.0
0,876.0,419.0,1300.0,http1,1527410045.0
0,837.0,434.0,1276.0,http1,1527410105.0
0,871.0,411.0,1285.0,http1,1527410165.0
0,836.0,417.0,1258.0,http1,1527410225.0
0,855.0,421.0,1284.0,http1,1527410285.0
0,845.0,428.0,1280.0,http1,1527410345.0
0,1052.0,416.0,1472.0,http1,1527410406.0
0,853.0,462.0,1318.0,http1,1527410466.0
0,820.0,417.0,1240.0,http1,1527410525.0
0,824.0,414.0,1243.0,http1,1527410585.0
0,862.0,432.0,1297.0,http1,1527410645.0
0,825.0,431.0,1260.0,http1,1527410705.0
0,829.0,410.0,1243.0,http1,1527410765.0
0,846.0,413.0,1266.0,http1,1527410825.0
0,879.0,450.0,1335.0,http1,1527410885.0
0,853.0,417.0,1276.0,http1,1527410945.0
0,862.0,417.0,1283.0,http1,1527411005.0
0,835.0,466.0,1307.0,http1,1527411066.0
0,902.0,410.0,1321.0,http1,1527411126.0
