,loadingTime,protocol,timestamp
0,235.31198501586914,http2_multi,1532418242.5216954
0,260.164737701416,http2_multi,1532418302.9611218
0,278.78546714782715,http2_multi,1532418362.404833
0,279.75988388061523,http2_multi,1532418422.8495827
0,263.67664337158203,http2_multi,1532418482.2861495
0,276.4604091644287,http2_multi,1532418542.735963
0,276.05557441711426,http2_multi,1532418603.1858485
0,276.0179042816162,http2_multi,1532418662.633543
0,238.51633071899414,http2_multi,1532418723.0448673
0,274.54400062561035,http2_multi,1532418782.4972312
0,282.90462493896484,http2_multi,1532418842.951977
0,228.22976112365723,http2_multi,1532418902.352163
0,269.5505619049072,http2_multi,1532418962.7978477
0,270.3573703765869,http2_multi,1532419023.2394342
0,269.75417137145996,http2_multi,1532419082.6794271
0,270.7531452178955,http2_multi,1532419143.11671
0,278.41782569885254,http2_multi,1532419202.5657032
0,281.85343742370605,http2_multi,1532419263.016755
0,305.4685592651367,http2_multi,1532419322.4987092
0,262.53223419189453,http2_multi,1532419382.928673
0,228.71780395507812,http2_multi,1532419442.3267503
0,271.8484401702881,http2_multi,1532419502.7647161
0,271.55041694641113,http2_multi,1532419563.2082698
0,277.1172523498535,http2_multi,1532419622.6539695
0,265.60521125793457,http2_multi,1532419683.092209
0,269.3946361541748,http2_multi,1532419742.531352
0,263.1855010986328,http2_multi,1532419802.965558
0,279.51645851135254,http2_multi,1532419862.416457
0,272.2277641296387,http2_multi,1532419922.855413
0,266.44444465637207,http2_multi,1532419982.288311
0,271.84557914733887,http2_multi,1532420042.7344086
0,275.56896209716797,http2_multi,1532420103.176432
