,loadingTime,protocol,timestamp
0,272.066593170166,http1,1532421602.611768
0,295.52459716796875,http1,1532421662.977502
0,258.0602169036865,http1,1532421722.3044705
0,246.36483192443848,http1,1532421782.6215827
0,308.5310459136963,http1,1532421843.0055585
0,322.99304008483887,http1,1532421902.400102
0,297.81126976013184,http1,1532421962.7720404
0,253.8909912109375,http1,1532422023.1048272
0,238.8901710510254,http1,1532422082.4138844
0,329.39600944519043,http1,1532422142.8181627
0,416.3393974304199,http1,1532422203.3000755
0,534.7011089324951,http1,1532422262.9069653
0,552.269697189331,http1,1532422322.526999
0,419.2352294921875,http1,1532422383.0140874
0,218.9810276031494,http1,1532422442.306451
0,281.1131477355957,http1,1532422502.6589954
0,484.30514335632324,http1,1532422563.2192152
0,537.2843742370605,http1,1532422622.8234673
0,288.1197929382324,http1,1532422683.1770902
0,296.6434955596924,http1,1532422742.543387
0,265.89488983154297,http1,1532422802.8814375
0,251.00302696228027,http1,1532422862.2018795
0,599.6198654174805,http1,1532422922.8703792
0,237.64681816101074,http1,1532422982.1747615
0,243.02268028259277,http1,1532423042.4917278
0,461.3630771636963,http1,1532423103.0302043
0,437.40320205688477,http1,1532423162.5393655
0,425.5368709564209,http1,1532423223.0374026
0,415.99011421203613,http1,1532423282.5280445
0,277.56667137145996,http1,1532423342.8739834
