,computationTime,networkTime,plt,protocol,timestamp
0,316.0,264.0,587.0,http1,1527565084.0
0,525.0,315.0,844.0,http1,1527565145.0
0,461.0,309.0,774.0,http1,1527565204.0
0,421.0,307.0,732.0,http1,1527565265.0
0,371.0,268.0,644.0,http1,1527565324.0
0,493.0,303.0,801.0,http1,1527565385.0
0,323.0,300.0,627.0,http1,1527565444.0
0,386.0,331.0,720.0,http1,1527565505.0
0,314.0,265.0,584.0,http1,1527565564.0
0,385.0,288.0,680.0,http1,1527565625.0
0,356.0,320.0,681.0,http1,1527565685.0
0,559.0,281.0,848.0,http1,1527565745.0
0,327.0,271.0,603.0,http1,1527565804.0
0,337.0,300.0,645.0,http1,1527565865.0
0,451.0,326.0,782.0,http1,1527565925.0
0,513.0,279.0,799.0,http1,1527565985.0
0,317.0,269.0,591.0,http1,1527566044.0
0,416.0,269.0,689.0,http1,1527566105.0
0,330.0,325.0,665.0,http1,1527566165.0
