,computationTime,domloading_ts,fetchstart_ts,loadeventend_ts,navigationstart_ts,networkTime,plt,protocol,requeststart_ts,responseend_ts,responsestart_ts,timestamp,ttfb
0,4472.0,1536071164339.0,1536071164015.0,1536071168811.0,1536071164015.0,332.0,4796.0,http2,1536071164319.0,1536071164347.0,1536071164327.0,1536071164.0,312.0
0,3641.0,1536071224192.0,1536071223870.0,1536071227833.0,1536071223867.0,330.0,3966.0,http2,1536071224173.0,1536071224200.0,1536071224180.0,1536071224.0,313.0
0,3817.0,1536071284365.0,1536071284007.0,1536071288182.0,1536071283999.0,366.0,4183.0,http2,1536071284346.0,1536071284373.0,1536071284353.0,1536071284.0,354.0
0,3789.0,1536071344707.0,1536071344368.0,1536071348496.0,1536071344366.0,348.0,4130.0,http2,1536071344684.0,1536071344716.0,1536071344695.0,1536071344.0,329.0
0,6095.0,1536071405253.0,1536071404703.0,1536071411348.0,1536071404703.0,558.0,6645.0,http2,1536071405220.0,1536071405261.0,1536071405240.0,1536071405.0,537.0
0,3770.0,1536071464802.0,1536071464414.0,1536071468572.0,1536071464410.0,395.0,4162.0,http2,1536071464760.0,1536071464809.0,1536071464790.0,1536071464.0,380.0
0,3795.0,1536071524088.0,1536071523755.0,1536071527883.0,1536071523754.0,341.0,4129.0,http2,1536071524069.0,1536071524096.0,1536071524076.0,1536071524.0,322.0
0,3601.0,1536071584413.0,1536071584082.0,1536071588014.0,1536071584081.0,339.0,3933.0,http2,1536071584392.0,1536071584421.0,1536071584400.0,1536071584.0,319.0
0,6434.0,1536071644564.0,1536071644198.0,1536071650998.0,1536071644198.0,374.0,6800.0,http2,1536071644542.0,1536071644572.0,1536071644551.0,1536071644.0,353.0
0,3903.0,1536071704580.0,1536071704220.0,1536071708483.0,1536071704215.0,368.0,4268.0,http2,1536071704545.0,1536071704588.0,1536071704567.0,1536071704.0,352.0
0,4632.0,1536071764982.0,1536071764630.0,1536071769614.0,1536071764627.0,360.0,4987.0,http2,1536071764944.0,1536071764990.0,1536071764970.0,1536071765.0,343.0
0,3729.0,1536071824156.0,1536071823796.0,1536071827885.0,1536071823795.0,368.0,4090.0,http2,1536071824134.0,1536071824164.0,1536071824143.0,1536071824.0,348.0
0,3687.0,1536071884368.0,1536071884034.0,1536071888055.0,1536071884033.0,343.0,4022.0,http2,1536071884341.0,1536071884377.0,1536071884355.0,1536071884.0,322.0
0,3893.0,1536071944573.0,1536071944238.0,1536071948466.0,1536071944235.0,343.0,4231.0,http2,1536071944545.0,1536071944581.0,1536071944560.0,1536071944.0,325.0
0,3659.0,1536072010036.0,1536072004674.0,1536072013695.0,1536072004673.0,5369.0,9022.0,http2,1536072010016.0,1536072010043.0,1536072010023.0,1536072005.0,5350.0
0,4001.0,1536072064214.0,1536072063880.0,1536072068215.0,1536072063879.0,341.0,4336.0,http2,1536072064195.0,1536072064221.0,1536072064202.0,1536072064.0,323.0
0,3778.0,1536072124729.0,1536072124387.0,1536072128507.0,1536072124386.0,350.0,4121.0,http2,1536072124695.0,1536072124737.0,1536072124717.0,1536072124.0,331.0
