,loadingTime,protocol,timestamp
0,275.6929397583008,http2_multi,1532418243.2602391
0,238.6474609375,http2_multi,1532418302.6705334
0,268.16248893737793,http2_multi,1532418363.1084204
0,279.05893325805664,http2_multi,1532418422.5560844
0,263.1552219390869,http2_multi,1532418482.9881647
0,264.6803855895996,http2_multi,1532418542.4252954
0,266.8800354003906,http2_multi,1532418602.8568294
0,270.30014991760254,http2_multi,1532418662.2883844
0,270.4730033874512,http2_multi,1532418722.724116
0,271.20280265808105,http2_multi,1532418783.160114
0,276.4284610748291,http2_multi,1532418842.5984936
0,282.43041038513184,http2_multi,1532418903.050328
0,292.53268241882324,http2_multi,1532418962.5129862
0,248.13318252563477,http2_multi,1532419022.9252925
0,268.1577205657959,http2_multi,1532419082.3616023
0,259.33241844177246,http2_multi,1532419142.7843559
0,241.1184310913086,http2_multi,1532419203.1896577
0,269.9735164642334,http2_multi,1532419262.6244833
0,262.3574733734131,http2_multi,1532419323.0566683
0,268.6767578125,http2_multi,1532419382.5014827
0,276.53002738952637,http2_multi,1532419442.945393
0,221.80724143981934,http2_multi,1532419502.3371255
0,271.21973037719727,http2_multi,1532419562.7733107
0,253.56340408325195,http2_multi,1532419623.1891756
0,273.50926399230957,http2_multi,1532419682.6334546
0,280.4415225982666,http2_multi,1532419743.0807889
0,238.96002769470215,http2_multi,1532419802.483111
0,272.3660469055176,http2_multi,1532419862.9254162
0,281.66699409484863,http2_multi,1532419922.377261
0,270.8907127380371,http2_multi,1532419982.8167431
0,265.96546173095703,http2_multi,1532420043.2468245
0,290.3459072113037,http2_multi,1532420102.7023957
