,computationTime,networkTime,plt,protocol,timestamp
0,537.0,326.0,868.0,http1,1527565085.0
0,327.0,355.0,687.0,http1,1527565145.0
0,400.0,391.0,797.0,http1,1527565205.0
0,282.0,345.0,631.0,http1,1527565264.0
0,375.0,367.0,747.0,http1,1527565325.0
0,338.0,539.0,884.0,http1,1527565385.0
0,411.0,413.0,830.0,http1,1527565445.0
0,412.0,322.0,746.0,http1,1527565505.0
0,347.0,348.0,699.0,http1,1527565565.0
0,324.0,387.0,714.0,http1,1527565624.0
0,449.0,344.0,796.0,http1,1527565685.0
0,467.0,320.0,792.0,http1,1527565745.0
0,323.0,411.0,737.0,http1,1527565805.0
0,347.0,361.0,711.0,http1,1527565865.0
0,507.0,332.0,843.0,http1,1527565925.0
0,417.0,324.0,747.0,http1,1527565985.0
0,329.0,403.0,735.0,http1,1527566044.0
0,355.0,396.0,759.0,http1,1527566105.0
0,332.0,356.0,692.0,http1,1527566164.0
