,loadingTime,protocol,timestamp
0,265.48123359680176,http2_multi,1532416382.796413
0,258.96334648132324,http2_multi,1532416443.2281811
0,270.89643478393555,http2_multi,1532416502.670951
0,254.76789474487305,http2_multi,1532416563.0954065
0,273.06151390075684,http2_multi,1532416622.5482047
0,276.05581283569336,http2_multi,1532416682.9934003
0,286.6694927215576,http2_multi,1532416742.453468
0,287.40787506103516,http2_multi,1532416802.913268
0,279.19650077819824,http2_multi,1532416862.3658068
0,271.1803913116455,http2_multi,1532416922.8043869
0,278.23734283447266,http2_multi,1532416983.2581556
0,272.80592918395996,http2_multi,1532417042.7038932
0,270.67017555236816,http2_multi,1532417103.1539066
0,259.169340133667,http2_multi,1532417162.5845864
0,232.88702964782715,http2_multi,1532417222.9884434
0,282.2391986846924,http2_multi,1532417282.4335938
0,279.0188789367676,http2_multi,1532417342.891948
0,259.7670555114746,http2_multi,1532417402.3204381
0,270.3895568847656,http2_multi,1532417462.7673984
0,262.97831535339355,http2_multi,1532417523.2062745
0,262.00318336486816,http2_multi,1532417582.6344507
0,271.4653015136719,http2_multi,1532417643.0786152
0,280.00450134277344,http2_multi,1532417702.5325024
0,292.7870750427246,http2_multi,1532417763.003438
0,250.02002716064453,http2_multi,1532417822.4282663
0,270.0965404510498,http2_multi,1532417882.8684454
0,274.16229248046875,http2_multi,1532417942.3206956
0,273.35071563720703,http2_multi,1532418002.7641664
0,272.24159240722656,http2_multi,1532418063.2072532
0,277.42815017700195,http2_multi,1532418122.6556969
0,275.93445777893066,http2_multi,1532418183.1128988
