,computationTime,networkTime,plt,protocol,timestamp
0,452.0,370.0,826.0,http1,1527496985.0
0,359.0,355.0,720.0,http1,1527497045.0
0,445.0,361.0,809.0,http1,1527497105.0
0,675.0,591.0,1269.0,http1,1527497165.0
0,531.0,371.0,905.0,http1,1527497225.0
0,498.0,325.0,827.0,http1,1527497285.0
0,506.0,366.0,880.0,http1,1527497345.0
0,522.0,374.0,899.0,http1,1527497405.0
0,331.0,325.0,661.0,http1,1527497464.0
0,645.0,319.0,969.0,http1,1527497525.0
0,694.0,399.0,1097.0,http1,1527497585.0
0,365.0,620.0,989.0,http1,1527497645.0
0,432.0,357.0,793.0,http1,1527497705.0
0,664.0,391.0,1061.0,http1,1527497765.0
0,536.0,387.0,927.0,http1,1527497825.0
0,543.0,510.0,1057.0,http1,1527497885.0
0,430.0,357.0,791.0,http1,1527497945.0
0,571.0,409.0,984.0,http1,1527498005.0
0,473.0,356.0,833.0,http1,1527498065.0
0,393.0,333.0,731.0,http1,1527498125.0
0,455.0,341.0,803.0,http1,1527498185.0
0,954.0,385.0,1344.0,http1,1527498246.0
0,529.0,350.0,883.0,http1,1527498304.0
0,380.0,320.0,703.0,http1,1527498365.0
0,395.0,371.0,770.0,http1,1527498424.0
0,329.0,1592.0,1926.0,http1,1527498486.0
0,447.0,356.0,807.0,http1,1527498545.0
0,311.0,377.0,692.0,http1,1527498604.0
0,851.0,372.0,1227.0,http1,1527498665.0
0,528.0,324.0,859.0,http1,1527498725.0
0,476.0,450.0,930.0,http1,1527498785.0
0,478.0,380.0,862.0,http1,1527498845.0
0,516.0,370.0,890.0,http1,1527498905.0
0,537.0,329.0,871.0,http1,1527498965.0
