,computationTime,networkTime,plt,protocol,timestamp
0,338.0,306.0,650.0,http1,1527562084.0
0,391.0,337.0,733.0,http1,1527562145.0
0,405.0,357.0,768.0,http1,1527562205.0
0,367.0,352.0,724.0,http1,1527562265.0
0,520.0,315.0,839.0,http1,1527562325.0
0,613.0,306.0,925.0,http1,1527562385.0
0,601.0,331.0,936.0,http1,1527562445.0
0,363.0,341.0,709.0,http1,1527562505.0
0,389.0,305.0,699.0,http1,1527562565.0
0,444.0,310.0,761.0,http1,1527562625.0
0,379.0,364.0,749.0,http1,1527562685.0
0,580.0,377.0,963.0,http1,1527562745.0
0,613.0,317.0,935.0,http1,1527562805.0
0,649.0,320.0,974.0,http1,1527562865.0
0,571.0,360.0,936.0,http1,1527562925.0
0,720.0,315.0,1040.0,http1,1527562985.0
0,564.0,313.0,882.0,http1,1527563045.0
0,381.0,330.0,719.0,http1,1527563105.0
0,362.0,353.0,721.0,http1,1527563165.0
0,318.0,313.0,637.0,http1,1527563224.0
0,445.0,353.0,802.0,http1,1527563285.0
0,660.0,334.0,999.0,http1,1527563345.0
0,664.0,317.0,987.0,http1,1527563405.0
0,495.0,312.0,813.0,http1,1527563465.0
0,391.0,318.0,713.0,http1,1527563525.0
0,439.0,363.0,809.0,http1,1527563585.0
0,416.0,308.0,731.0,http1,1527563645.0
0,394.0,325.0,728.0,http1,1527563705.0
0,365.0,340.0,711.0,http1,1527563765.0
0,363.0,329.0,696.0,http1,1527563824.0
0,412.0,346.0,763.0,http1,1527563885.0
0,565.0,330.0,900.0,http1,1527563945.0
0,585.0,311.0,901.0,http1,1527564005.0
0,349.0,356.0,713.0,http1,1527564065.0
0,503.0,311.0,819.0,http1,1527564125.0
0,576.0,308.0,890.0,http1,1527564185.0
0,485.0,322.0,814.0,http1,1527564245.0
0,361.0,354.0,721.0,http1,1527564305.0
0,405.0,337.0,747.0,http1,1527564365.0
0,359.0,311.0,676.0,http1,1527564424.0
0,447.0,350.0,802.0,http1,1527564485.0
0,367.0,312.0,683.0,http1,1527564545.0
0,342.0,330.0,677.0,http1,1527564605.0
0,522.0,367.0,895.0,http1,1527564665.0
0,483.0,380.0,867.0,http1,1527564725.0
0,362.0,304.0,670.0,http1,1527564784.0
0,498.0,318.0,822.0,http1,1527564845.0
0,644.0,346.0,999.0,http1,1527564905.0
0,608.0,324.0,939.0,http1,1527564965.0
0,588.0,314.0,910.0,http1,1527565025.0
