,computationTime,domloading_ts,fetchstart_ts,loadeventend_ts,navigationstart_ts,networkTime,plt,protocol,requeststart_ts,responseend_ts,responsestart_ts,timestamp,ttfb
0,5343.0,1533692704679.0,1533692703913.0,1533692710022.0,1533692703912.0,774.0,6110.0,http1,1533692704458.0,1533692704687.0,1533692704666.0,1533692710.0,754.0
0,4360.0,1533692764684.0,1533692763969.0,1533692769044.0,1533692763968.0,722.0,5076.0,http1,1533692764466.0,1533692764691.0,1533692764671.0,1533692769.0,703.0
0,4396.0,1533692824729.0,1533692824009.0,1533692829125.0,1533692824009.0,728.0,5116.0,http1,1533692824511.0,1533692824737.0,1533692824717.0,1533692829.0,708.0
0,4281.0,1533692884939.0,1533692884179.0,1533692889220.0,1533692884176.0,768.0,5044.0,http1,1533692884720.0,1533692884947.0,1533692884926.0,1533692889.0,750.0
0,4264.0,1533692944993.0,1533692944278.0,1533692949257.0,1533692944277.0,723.0,4980.0,http1,1533692944775.0,1533692945001.0,1533692944981.0,1533692949.0,704.0
0,4447.0,1533693004994.0,1533693004270.0,1533693009441.0,1533693004269.0,732.0,5172.0,http1,1533693004775.0,1533693005002.0,1533693004981.0,1533693009.0,712.0
0,4277.0,1533693065136.0,1533693064387.0,1533693069413.0,1533693064385.0,757.0,5028.0,http1,1533693064917.0,1533693065144.0,1533693065123.0,1533693069.0,738.0
0,4246.0,1533693125202.0,1533693124482.0,1533693129448.0,1533693124481.0,728.0,4967.0,http1,1533693124982.0,1533693125210.0,1533693125189.0,1533693129.0,708.0
0,4508.0,1533693185223.0,1533693184496.0,1533693189731.0,1533693184496.0,735.0,5235.0,http1,1533693185004.0,1533693185231.0,1533693185210.0,1533693190.0,714.0
0,4333.0,1533693244420.0,1533693243681.0,1533693248753.0,1533693243676.0,747.0,5077.0,http1,1533693244202.0,1533693244428.0,1533693244408.0,1533693249.0,732.0
0,4159.0,1533693304517.0,1533693303800.0,1533693308676.0,1533693303797.0,724.0,4879.0,http1,1533693304299.0,1533693304524.0,1533693304505.0,1533693309.0,708.0
0,4410.0,1533693364449.0,1533693363731.0,1533693368859.0,1533693363729.0,726.0,5130.0,http1,1533693364231.0,1533693364457.0,1533693364437.0,1533693369.0,708.0
0,4381.0,1533693424548.0,1533693423809.0,1533693428929.0,1533693423807.0,747.0,5122.0,http1,1533693424330.0,1533693424556.0,1533693424536.0,1533693429.0,729.0
0,4221.0,1533693484662.0,1533693483942.0,1533693488883.0,1533693483941.0,728.0,4942.0,http1,1533693484444.0,1533693484670.0,1533693484649.0,1533693489.0,708.0
0,5670.0,1533693544643.0,1533693543922.0,1533693550313.0,1533693543921.0,730.0,6392.0,http1,1533693544425.0,1533693544652.0,1533693544631.0,1533693550.0,710.0
0,4363.0,1533693604975.0,1533693604250.0,1533693609338.0,1533693604249.0,733.0,5089.0,http1,1533693604757.0,1533693604983.0,1533693604963.0,1533693609.0,714.0
0,4536.0,1533693665017.0,1533693664301.0,1533693669553.0,1533693664301.0,724.0,5252.0,http1,1533693664799.0,1533693665025.0,1533693665005.0,1533693670.0,704.0
0,4931.0,1533693725215.0,1533693724494.0,1533693730146.0,1533693724493.0,729.0,5653.0,http1,1533693724997.0,1533693725223.0,1533693725203.0,1533693730.0,710.0
0,6652.0,1533693784914.0,1533693784186.0,1533693791566.0,1533693784185.0,737.0,7381.0,http1,1533693784696.0,1533693784923.0,1533693784902.0,1533693792.0,717.0
0,4368.0,1533693844355.0,1533693843638.0,1533693848723.0,1533693843637.0,725.0,5086.0,http1,1533693844137.0,1533693844363.0,1533693844343.0,1533693849.0,706.0
0,4504.0,1533693904387.0,1533693903661.0,1533693908891.0,1533693903660.0,734.0,5231.0,http1,1533693904168.0,1533693904395.0,1533693904374.0,1533693909.0,714.0
0,4325.0,1533693964564.0,1533693963837.0,1533693968889.0,1533693963834.0,734.0,5055.0,http1,1533693964345.0,1533693964571.0,1533693964551.0,1533693969.0,717.0
