,computationTime,networkTime,plt,protocol,timestamp
0,916.0,511.0,1429.0,http2,1527408666.0
0,903.0,544.0,1453.0,http2,1527408726.0
0,702.0,501.0,1208.0,http2,1527408785.0
0,699.0,451.0,1155.0,http2,1527408845.0
0,696.0,479.0,1178.0,http2,1527408905.0
0,685.0,486.0,1176.0,http2,1527408965.0
0,648.0,504.0,1155.0,http2,1527409025.0
0,632.0,476.0,1111.0,http2,1527409085.0
0,668.0,492.0,1163.0,http2,1527409146.0
0,684.0,512.0,1199.0,http2,1527409206.0
0,665.0,473.0,1140.0,http2,1527409266.0
0,666.0,495.0,1165.0,http2,1527409325.0
0,685.0,495.0,1182.0,http2,1527409385.0
0,649.0,469.0,1120.0,http2,1527409445.0
0,664.0,465.0,1132.0,http2,1527409505.0
0,653.0,501.0,1159.0,http2,1527409565.0
0,960.0,481.0,1444.0,http2,1527409625.0
0,716.0,497.0,1215.0,http2,1527409685.0
