,loadingTime,protocol,timestamp
0,842.3717021942139,http1,1532358251.4490895
0,865.6165599822998,http1,1532358310.9880602
0,875.2918243408203,http1,1532358371.4624817
0,884.7451210021973,http1,1532358430.9867654
0,914.9007797241211,http1,1532358491.5120256
0,902.9123783111572,http1,1532358551.116085
0,928.8613796234131,http1,1532358611.694765
0,841.6118621826172,http1,1532358671.2564466
0,864.483118057251,http1,1532358731.787264
0,870.6502914428711,http1,1532358791.3590274
0,870.8212375640869,http1,1532358851.8744898
0,893.5487270355225,http1,1532358911.4110558
0,906.8255424499512,http1,1532358970.896878
0,917.3605442047119,http1,1532359031.4824986
0,945.2245235443115,http1,1532359091.0661747
0,869.7547912597656,http1,1532359151.5507777
0,862.6856803894043,http1,1532359211.0784843
0,907.3464870452881,http1,1532359271.6238828
0,866.0156726837158,http1,1532359331.0825102
0,872.4250793457031,http1,1532359391.6274433
0,887.2578144073486,http1,1532359451.1796272
0,850.8625030517578,http1,1532359511.6214921
0,881.4170360565186,http1,1532359571.1796672
0,863.091230392456,http1,1532359631.7390404
0,858.1528663635254,http1,1532359691.2533042
0,906.7978858947754,http1,1532359751.8064802
0,851.973295211792,http1,1532359811.3450758
0,863.1982803344727,http1,1532359871.858478
0,868.8817024230957,http1,1532359931.330148
0,888.9827728271484,http1,1532359991.8467562
0,861.4838123321533,http1,1532360051.3528762
0,905.3225517272949,http1,1532360111.8573248
