,computationTime,networkTime,plt,protocol,timestamp
0,460.0,401.0,865.0,http1,1527413765.0
0,341.0,335.0,680.0,http1,1527413824.0
0,419.0,362.0,785.0,http1,1527413885.0
0,337.0,353.0,693.0,http1,1527413944.0
0,433.0,337.0,774.0,http1,1527414005.0
0,339.0,356.0,701.0,http1,1527414064.0
0,491.0,384.0,878.0,http1,1527414125.0
0,747.0,469.0,1219.0,http1,1527414185.0
0,716.0,408.0,1127.0,http1,1527414245.0
0,351.0,401.0,756.0,http1,1527414305.0
0,466.0,376.0,848.0,http1,1527414365.0
0,486.0,379.0,869.0,http1,1527414425.0
0,330.0,389.0,726.0,http1,1527414484.0
0,426.0,373.0,804.0,http1,1527414545.0
0,349.0,376.0,729.0,http1,1527414605.0
0,350.0,382.0,736.0,http1,1527414665.0
0,353.0,370.0,728.0,http1,1527414725.0
0,448.0,411.0,864.0,http1,1527414785.0
