,computationTime,domloading_ts,fetchstart_ts,loadeventend_ts,navigationstart_ts,networkTime,plt,protocol,requeststart_ts,responseend_ts,responsestart_ts,timestamp,ttfb
0,300.0,1532677143862.0,1532677143538.0,1532677144162.0,1532677143537.0,322.0,625.0,http2,1532677143849.0,1532677143860.0,1532677143851.0,1532677144.0,314.0
0,615.0,1532677204192.0,1532677203918.0,1532677204807.0,1532677203914.0,272.0,893.0,http2,1532677204170.0,1532677204190.0,1532677204181.0,1532677205.0,267.0
0,315.0,1532677263842.0,1532677263570.0,1532677264157.0,1532677263569.0,270.0,588.0,http2,1532677263829.0,1532677263840.0,1532677263831.0,1532677264.0,262.0
0,645.0,1532677324218.0,1532677323918.0,1532677324863.0,1532677323918.0,298.0,945.0,http2,1532677324204.0,1532677324216.0,1532677324207.0,1532677325.0,289.0
0,297.0,1532677383933.0,1532677383632.0,1532677384230.0,1532677383630.0,299.0,600.0,http2,1532677383921.0,1532677383931.0,1532677383923.0,1532677384.0,293.0
0,302.0,1532677444307.0,1532677443994.0,1532677444609.0,1532677443994.0,311.0,615.0,http2,1532677444294.0,1532677444305.0,1532677444296.0,1532677445.0,302.0
0,413.0,1532677504692.0,1532677504366.0,1532677505105.0,1532677504365.0,325.0,740.0,http2,1532677504670.0,1532677504691.0,1532677504682.0,1532677505.0,317.0
0,531.0,1532677564175.0,1532677563867.0,1532677564706.0,1532677563866.0,306.0,840.0,http2,1532677564161.0,1532677564173.0,1532677564165.0,1532677565.0,299.0
0,296.0,1532677623723.0,1532677623463.0,1532677624019.0,1532677623463.0,258.0,556.0,http2,1532677623710.0,1532677623721.0,1532677623712.0,1532677624.0,249.0
0,384.0,1532677684076.0,1532677683782.0,1532677684460.0,1532677683779.0,292.0,681.0,http2,1532677684064.0,1532677684074.0,1532677684066.0,1532677684.0,287.0
0,305.0,1532677744538.0,1532677744222.0,1532677744843.0,1532677744222.0,314.0,621.0,http2,1532677744526.0,1532677744536.0,1532677744527.0,1532677745.0,305.0
0,297.0,1532677803911.0,1532677803602.0,1532677804208.0,1532677803602.0,308.0,606.0,http2,1532677803899.0,1532677803910.0,1532677803901.0,1532677804.0,299.0
0,328.0,1532677864229.0,1532677863966.0,1532677864557.0,1532677863966.0,262.0,591.0,http2,1532677864217.0,1532677864228.0,1532677864219.0,1532677865.0,253.0
0,301.0,1532677924607.0,1532677924329.0,1532677924908.0,1532677924325.0,276.0,583.0,http2,1532677924594.0,1532677924605.0,1532677924596.0,1532677925.0,271.0
0,297.0,1532677983980.0,1532677983677.0,1532677984277.0,1532677983676.0,302.0,601.0,http2,1532677983968.0,1532677983979.0,1532677983970.0,1532677984.0,294.0
0,564.0,1532678044312.0,1532678044026.0,1532678044876.0,1532678044025.0,284.0,851.0,http2,1532678044297.0,1532678044310.0,1532678044301.0,1532678045.0,276.0
0,471.0,1532678103893.0,1532678103630.0,1532678104364.0,1532678103629.0,261.0,735.0,http2,1532678103881.0,1532678103891.0,1532678103883.0,1532678104.0,254.0
0,309.0,1532678164435.0,1532678164147.0,1532678164744.0,1532678164146.0,286.0,598.0,http2,1532678164423.0,1532678164433.0,1532678164424.0,1532678165.0,278.0
0,295.0,1532678223808.0,1532678223503.0,1532678224103.0,1532678223503.0,304.0,600.0,http2,1532678223796.0,1532678223807.0,1532678223798.0,1532678224.0,295.0
0,567.0,1532678284149.0,1532678283865.0,1532678284716.0,1532678283865.0,282.0,851.0,http2,1532678284137.0,1532678284147.0,1532678284139.0,1532678285.0,274.0
0,291.0,1532678343745.0,1532678343486.0,1532678344036.0,1532678343486.0,257.0,550.0,http2,1532678343732.0,1532678343743.0,1532678343734.0,1532678344.0,248.0
0,564.0,1532678404086.0,1532678403784.0,1532678404650.0,1532678403782.0,300.0,868.0,http2,1532678404074.0,1532678404084.0,1532678404076.0,1532678405.0,294.0
0,328.0,1532678464718.0,1532678464414.0,1532678465046.0,1532678464414.0,303.0,632.0,http2,1532678464706.0,1532678464717.0,1532678464708.0,1532678465.0,294.0
0,332.0,1532678524071.0,1532678523810.0,1532678524403.0,1532678523810.0,259.0,593.0,http2,1532678524059.0,1532678524069.0,1532678524060.0,1532678524.0,250.0
