,computationTime,networkTime,plt,protocol,timestamp
0,915.0,445.0,1364.0,http1,1527409686.0
0,821.0,452.0,1277.0,http1,1527409745.0
0,827.0,452.0,1284.0,http1,1527409805.0
0,820.0,456.0,1281.0,http1,1527409865.0
0,824.0,416.0,1244.0,http1,1527409925.0
0,882.0,453.0,1339.0,http1,1527409985.0
0,971.0,454.0,1430.0,http1,1527410045.0
0,1131.0,457.0,1592.0,http1,1527410106.0
0,826.0,416.0,1249.0,http1,1527410165.0
0,820.0,449.0,1275.0,http1,1527410225.0
0,848.0,455.0,1307.0,http1,1527410285.0
0,826.0,450.0,1282.0,http1,1527410345.0
0,810.0,431.0,1246.0,http1,1527410405.0
0,853.0,459.0,1316.0,http1,1527410465.0
0,875.0,420.0,1299.0,http1,1527410525.0
0,840.0,426.0,1271.0,http1,1527410585.0
0,863.0,454.0,1322.0,http1,1527410645.0
0,891.0,467.0,1362.0,http1,1527410706.0
0,881.0,420.0,1308.0,http1,1527410766.0
0,828.0,434.0,1267.0,http1,1527410825.0
0,805.0,451.0,1260.0,http1,1527410885.0
0,850.0,443.0,1297.0,http1,1527410945.0
0,923.0,416.0,1343.0,http1,1527411005.0
0,883.0,435.0,1322.0,http1,1527411065.0
0,1018.0,464.0,1487.0,http1,1527411125.0
