,computationTime,domloading_ts,fetchstart_ts,loadeventend_ts,navigationstart_ts,networkTime,plt,protocol,requeststart_ts,responseend_ts,responsestart_ts,timestamp,ttfb
0,37.0,1535906764429.0,1535906763655.0,1535906764466.0,1535906763653.0,773.0,813.0,http2,1535906763655.0,1535906764428.0,1535906763655.0,1535906764.0,2.0
0,41.0,1535906825157.0,1535906824426.0,1535906825198.0,1535906824425.0,730.0,773.0,http2,1535906824426.0,1535906825156.0,1535906824426.0,1535906824.0,1.0
0,39.0,1535906884956.0,1535906884146.0,1535906884995.0,1535906884146.0,807.0,849.0,http2,1535906884146.0,1535906884953.0,1535906884146.0,1535906884.0,0.0
0,36.0,1535906944712.0,1535906943946.0,1535906944748.0,1535906943945.0,765.0,803.0,http2,1535906943946.0,1535906944711.0,1535906943946.0,1535906944.0,1.0
0,41.0,1535907004449.0,1535907003694.0,1535907004490.0,1535907003693.0,754.0,797.0,http2,1535907003694.0,1535907004448.0,1535907003694.0,1535907004.0,1.0
0,36.0,1535907065188.0,1535907064442.0,1535907065224.0,1535907064441.0,745.0,783.0,http2,1535907064442.0,1535907065187.0,1535907064442.0,1535907064.0,1.0
0,34.0,1535907124953.0,1535907124169.0,1535907124987.0,1535907124169.0,779.0,818.0,http2,1535907124169.0,1535907124948.0,1535907124169.0,1535907124.0,0.0
0,36.0,1535907184733.0,1535907183942.0,1535907184769.0,1535907183941.0,790.0,828.0,http2,1535907183942.0,1535907184732.0,1535907183942.0,1535907184.0,1.0
0,33.0,1535907244486.0,1535907243717.0,1535907244519.0,1535907243717.0,766.0,802.0,http2,1535907243717.0,1535907244483.0,1535907243717.0,1535907244.0,0.0
0,42.0,1535907305232.0,1535907304478.0,1535907305274.0,1535907304478.0,754.0,796.0,http2,1535907304478.0,1535907305232.0,1535907304478.0,1535907304.0,0.0
0,34.0,1535907364974.0,1535907364226.0,1535907365008.0,1535907364226.0,743.0,782.0,http2,1535907364226.0,1535907364969.0,1535907364226.0,1535907364.0,0.0
0,35.0,1535907424679.0,1535907423961.0,1535907424714.0,1535907423961.0,716.0,753.0,http2,1535907423961.0,1535907424677.0,1535907423961.0,1535907424.0,0.0
0,40.0,1535907484381.0,1535907483657.0,1535907484421.0,1535907483654.0,723.0,767.0,http2,1535907483657.0,1535907484380.0,1535907483657.0,1535907484.0,3.0
0,35.0,1535907545203.0,1535907544378.0,1535907545238.0,1535907544373.0,823.0,865.0,http2,1535907544378.0,1535907545201.0,1535907544378.0,1535907544.0,5.0
0,40.0,1535907604960.0,1535907604184.0,1535907605000.0,1535907604183.0,772.0,817.0,http2,1535907604184.0,1535907604956.0,1535907604184.0,1535907604.0,1.0
0,34.0,1535907664712.0,1535907663953.0,1535907664746.0,1535907663953.0,756.0,793.0,http2,1535907663953.0,1535907664709.0,1535907663953.0,1535907664.0,0.0
0,35.0,1535907724483.0,1535907723694.0,1535907724518.0,1535907723693.0,787.0,825.0,http2,1535907723694.0,1535907724481.0,1535907723694.0,1535907724.0,1.0
0,37.0,1535907785240.0,1535907784482.0,1535907785277.0,1535907784481.0,758.0,796.0,http2,1535907784482.0,1535907785240.0,1535907784482.0,1535907784.0,1.0
0,34.0,1535907844956.0,1535907844237.0,1535907844990.0,1535907844235.0,716.0,755.0,http2,1535907844237.0,1535907844953.0,1535907844237.0,1535907844.0,2.0
0,36.0,1535907904653.0,1535907903947.0,1535907904689.0,1535907903945.0,705.0,744.0,http2,1535907903947.0,1535907904652.0,1535907903947.0,1535907904.0,2.0
0,37.0,1535907964400.0,1535907963650.0,1535907964437.0,1535907963649.0,750.0,788.0,http2,1535907963650.0,1535907964400.0,1535907963650.0,1535907964.0,1.0
0,41.0,1535908025124.0,1535908024394.0,1535908025165.0,1535908024393.0,730.0,772.0,http2,1535908024394.0,1535908025124.0,1535908024394.0,1535908024.0,1.0
0,42.0,1535908084837.0,1535908084126.0,1535908084879.0,1535908084121.0,710.0,758.0,http2,1535908084126.0,1535908084836.0,1535908084126.0,1535908084.0,5.0
0,37.0,1535908144573.0,1535908143822.0,1535908144610.0,1535908143821.0,750.0,789.0,http2,1535908143822.0,1535908144572.0,1535908143822.0,1535908144.0,1.0
