,networkTime,plt,protocol,protocol_ratio,renderingTime,ttfb
0,,,http1,h1_0_h2_10,,
1,948.3,4917.2,http2,h1_0_h2_10,3975.3,929.7
2,,,http1,h1_0_h2_10,,
3,951.3,5566.8,http2,h1_0_h2_10,4621.4,932.9
4,,,http1,h1_0_h2_10,,
5,951.3,5303.9,http2,h1_0_h2_10,4358.3,933.1
6,,,http1,h1_0_h2_10,,
7,945.0,5536.6,http2,h1_0_h2_10,4598.0,926.0
8,,,http1,h1_0_h2_10,,
9,942.2,5336.1,http2,h1_0_h2_10,4400.3,923.4
10,,,http1,h1_0_h2_10,,
11,946.8,5744.6,http2,h1_0_h2_10,4804.1,897.9
12,,,http1,h1_0_h2_10,,
13,949.3,5607.0,http2,h1_0_h2_10,4663.4,930.9
14,,,http1,h1_0_h2_10,,
15,960.0,5553.4,http2,h1_0_h2_10,4600.1,941.0
16,,,http1,h1_0_h2_10,,
17,944.0,5770.7,http2,h1_0_h2_10,4832.3,926.0
18,,,http1,h1_0_h2_10,,
19,944.7,5415.5,http2,h1_0_h2_10,4476.9,926.2
20,951.5,7552.5,http1,h1_3_h2_7,6606.0,934.0
21,940.1428571428571,5258.714285714285,http2,h1_3_h2_7,4324.142857142857,922.5714285714286
22,949.5,7287.5,http1,h1_3_h2_7,6344.5,930.0
23,959.1428571428571,5771.714285714285,http2,h1_3_h2_7,4819.0,940.4285714285714
24,944.5,7780.5,http1,h1_3_h2_7,6842.5,925.0
25,956.7142857142857,7157.0,http2,h1_3_h2_7,6207.0,937.7142857142857
26,927.0,7122.0,http1,h1_3_h2_7,6201.5,907.5
27,952.2857142857143,5758.0,http2,h1_3_h2_7,4812.0,913.4285714285714
28,928.0,7299.5,http1,h1_3_h2_7,6379.5,907.5
29,943.5714285714286,5564.714285714285,http2,h1_3_h2_7,4627.571428571428,925.2857142857143
30,927.5,6808.0,http1,h1_3_h2_7,5887.5,907.5
31,944.8571428571429,6847.0,http2,h1_3_h2_7,5907.0,928.0
32,939.0,6956.0,http1,h1_3_h2_7,6023.0,920.0
33,955.8571428571429,5051.0,http2,h1_3_h2_7,4101.142857142857,916.7142857142857
34,1074.5,7945.0,http1,h1_3_h2_7,7008.5,924.5
35,1091.4285714285713,7254.714285714285,http2,h1_3_h2_7,6311.714285714285,931.5714285714286
36,1063.0,7722.0,http1,h1_3_h2_7,6795.5,913.5
37,1099.0,8803.714285714286,http2,h1_3_h2_7,7852.0,940.2857142857143
38,937.5,6857.5,http1,h1_3_h2_7,5925.5,919.0
39,953.5714285714286,5167.714285714285,http2,h1_3_h2_7,4219.714285714285,935.8571428571429
40,941.0,7229.5,http1,h1_5_h2_5,6294.5,922.75
41,958.8,6122.2,http2,h1_5_h2_5,5169.2,941.2
42,933.5,6878.5,http1,h1_5_h2_5,5950.75,915.75
43,954.6,6773.6,http2,h1_5_h2_5,5824.8,936.8
44,945.75,6895.75,http1,h1_5_h2_5,5956.75,926.75
45,956.8,6899.6,http2,h1_5_h2_5,5949.0,939.0
46,948.0,7289.25,http1,h1_5_h2_5,6348.25,928.5
47,946.8,6857.4,http2,h1_5_h2_5,5918.0,927.4
48,935.5,7037.75,http1,h1_5_h2_5,6108.75,916.75
49,969.6,7080.2,http2,h1_5_h2_5,6115.8,952.6
50,961.0,7202.75,http1,h1_5_h2_5,6247.75,942.5
51,955.2,6993.6,http2,h1_5_h2_5,6045.2,936.8
52,952.75,6945.0,http1,h1_5_h2_5,5999.0,933.25
53,949.2,7248.0,http2,h1_5_h2_5,6304.6,931.6
54,945.25,7192.75,http1,h1_5_h2_5,6253.75,926.5
55,964.4,7176.6,http2,h1_5_h2_5,6217.6,947.2
56,935.75,6983.25,http1,h1_5_h2_5,6052.5,918.25
57,941.6,6611.8,http2,h1_5_h2_5,5676.8,923.4
58,938.5,6950.75,http1,h1_5_h2_5,6019.0,919.25
59,954.2,6921.6,http2,h1_5_h2_5,5973.4,907.4
60,951.2857142857143,7178.571428571428,http1,h1_7_h2_3,6233.428571428572,933.0
61,952.0,4967.666666666667,http2,h1_7_h2_3,4020.0,935.6666666666666
62,1084.5714285714287,7732.0,http1,h1_7_h2_3,6785.0,935.0
63,1099.3333333333333,7814.333333333333,http2,h1_7_h2_3,6880.666666666667,873.3333333333334
64,940.1428571428571,6944.285714285715,http1,h1_7_h2_3,6010.857142857143,921.2857142857143
65,960.0,4764.333333333333,http2,h1_7_h2_3,3809.6666666666665,942.6666666666666
66,942.2857142857143,7249.0,http1,h1_7_h2_3,6313.142857142857,923.5714285714286
67,969.0,6706.666666666667,http2,h1_7_h2_3,5744.0,950.6666666666666
68,1066.7142857142858,7704.285714285715,http1,h1_7_h2_3,6775.857142857143,916.5714285714286
69,1115.3333333333333,7296.666666666667,http2,h1_7_h2_3,6328.666666666667,957.0
70,1078.142857142857,7952.571428571428,http1,h1_7_h2_3,7011.857142857143,928.7142857142857
71,1143.5,8921.0,http2,h1_7_h2_3,7925.5,984.5
72,935.4285714285714,7003.857142857143,http1,h1_7_h2_3,6074.142857142857,917.5714285714286
73,971.6666666666666,5025.666666666667,http2,h1_7_h2_3,4060.3333333333335,953.6666666666666
74,1080.857142857143,7850.142857142857,http1,h1_7_h2_3,6908.428571428572,929.8571428571429
75,1129.0,7326.0,http2,h1_7_h2_3,6348.666666666667,966.0
76,953.1428571428571,6990.0,http1,h1_7_h2_3,6044.142857142857,933.5714285714286
77,952.0,6988.0,http2,h1_7_h2_3,6042.666666666667,933.3333333333334
78,947.7142857142857,6986.0,http1,h1_7_h2_3,6044.571428571428,929.1428571428571
79,955.3333333333334,5476.333333333333,http2,h1_7_h2_3,4526.333333333333,938.3333333333334
80,1082.7,7556.9,http1,h1_10_h2_0,6613.6,931.4
81,,,http2,h1_10_h2_0,,
82,946.8,7162.1,http1,h1_10_h2_0,6221.4,928.6
83,,,http2,h1_10_h2_0,,
84,962.6,7328.7,http1,h1_10_h2_0,6372.8,943.8
85,,,http2,h1_10_h2_0,,
86,952.2,7208.3,http1,h1_10_h2_0,6261.9,934.5
87,,,http2,h1_10_h2_0,,
88,953.4,7116.8,http1,h1_10_h2_0,6169.4,935.6
89,,,http2,h1_10_h2_0,,
90,1082.0,7751.3,http1,h1_10_h2_0,6808.2,931.4
91,,,http2,h1_10_h2_0,,
92,1082.6,7958.5,http1,h1_10_h2_0,7015.4,931.5
93,,,http2,h1_10_h2_0,,
94,1079.9,7790.2,http1,h1_10_h2_0,6849.6,929.1
