,networkTime,plt,protocol,protocol_ratio,renderingTime,ttfb
0,,,http1,h1_0_h2_10,,
1,418.3,4958.0,http2,h1_0_h2_10,4567.6,378.5
2,,,http1,h1_0_h2_10,,
3,382.5,4385.2,http2,h1_0_h2_10,4009.1,364.2
4,,,http1,h1_0_h2_10,,
5,356.4,5214.7,http2,h1_0_h2_10,4864.9,338.1
6,,,http1,h1_0_h2_10,,
7,345.2,4355.9,http2,h1_0_h2_10,4017.1,326.9
8,,,http1,h1_0_h2_10,,
9,349.2,4041.2,http2,h1_0_h2_10,3698.0,331.4
10,,,http1,h1_0_h2_10,,
11,362.9,4194.1,http2,h1_0_h2_10,3837.6,344.6
12,,,http1,h1_0_h2_10,,
13,363.8,4325.2,http2,h1_0_h2_10,3967.3,346.0
14,,,http1,h1_0_h2_10,,
15,364.4,6184.8,http2,h1_0_h2_10,5832.9,340.2
16,,,http1,h1_0_h2_10,,
17,359.6,4113.2,http2,h1_0_h2_10,3759.7,341.5
18,,,http1,h1_0_h2_10,,
19,354.8,4111.4,http2,h1_0_h2_10,3768.6,330.9
20,375.0,10074.666666666666,http1,h1_3_h2_7,9703.666666666666,358.3333333333333
21,368.85714285714283,4041.0,http2,h1_3_h2_7,3681.0,348.85714285714283
22,333.6666666666667,4929.333333333333,http1,h1_3_h2_7,4600.666666666667,316.3333333333333
23,350.7142857142857,4386.0,http2,h1_3_h2_7,4040.714285714286,334.0
24,364.6666666666667,4158.333333333333,http1,h1_3_h2_7,3800.3333333333335,345.6666666666667
25,387.42857142857144,4555.857142857143,http2,h1_3_h2_7,4175.0,369.42857142857144
26,331.3333333333333,4244.666666666667,http1,h1_3_h2_7,3919.3333333333335,313.0
27,367.7142857142857,4302.285714285715,http2,h1_3_h2_7,3946.714285714286,344.42857142857144
28,362.3333333333333,4217.666666666667,http1,h1_3_h2_7,3862.6666666666665,343.0
29,361.42857142857144,4114.428571428572,http2,h1_3_h2_7,3758.8571428571427,344.0
30,355.0,4210.333333333333,http1,h1_3_h2_7,3860.6666666666665,337.6666666666667
31,352.57142857142856,4248.0,http2,h1_3_h2_7,3901.4285714285716,335.0
32,344.6666666666667,4341.0,http1,h1_3_h2_7,4002.6666666666665,326.3333333333333
33,351.42857142857144,4453.571428571428,http2,h1_3_h2_7,4107.428571428572,334.57142857142856
34,463.6666666666667,4070.3333333333335,http1,h1_3_h2_7,3610.6666666666665,447.0
35,354.85714285714283,4459.285714285715,http2,h1_3_h2_7,4110.571428571428,337.2857142857143
36,352.0,4117.0,http1,h1_3_h2_7,3771.0,333.6666666666667
37,426.85714285714283,4504.0,http2,h1_3_h2_7,4083.1428571428573,409.2857142857143
38,360.6666666666667,4210.333333333333,http1,h1_3_h2_7,3856.0,341.6666666666667
39,357.42857142857144,4490.571428571428,http2,h1_3_h2_7,4138.857142857143,340.42857142857144
40,348.8,4135.6,http1,h1_5_h2_5,3791.8,331.4
41,379.4,4218.8,http2,h1_5_h2_5,3845.6,361.8
42,355.4,4315.6,http1,h1_5_h2_5,3968.4,335.0
43,374.0,4758.6,http2,h1_5_h2_5,4391.4,356.2
44,372.8,4261.2,http1,h1_5_h2_5,3894.8,354.4
45,360.2,4218.2,http2,h1_5_h2_5,3863.6,343.2
