,networkTime,plt,protocol,protocol_ratio,renderingTime,ttfb
75,423.6666666666667,4375.666666666667,http2,h1_7_h2_3,3958.0,407.0
76,398.85714285714283,4595.0,http1,h1_7_h2_3,4205.428571428572,378.57142857142856
77,434.0,4226.666666666667,http2,h1_7_h2_3,3807.6666666666665,405.3333333333333
78,473.7,4738.0,http1,h1_10_h2_0,4296.9,430.2
79,,,http2,h1_10_h2_0,,
80,1410.9,5143.0,http1,h1_10_h2_0,3745.5,1386.6
81,,,http2,h1_10_h2_0,,
82,1401.0,5106.1,http1,h1_10_h2_0,3711.9,1383.0
83,,,http2,h1_10_h2_0,,
84,424.9,5047.3,http1,h1_10_h2_0,4642.2,393.6
85,,,http2,h1_10_h2_0,,
86,413.4,4571.3,http1,h1_10_h2_0,4167.9,392.6
87,,,http2,h1_10_h2_0,,
88,410.6,4777.7,http1,h1_10_h2_0,4378.8,388.0
89,,,http2,h1_10_h2_0,,
90,459.4,4443.8,http1,h1_10_h2_0,4029.3,403.7
91,,,http2,h1_10_h2_0,,
92,415.7,4259.5,http1,h1_10_h2_0,3853.2,395.5
93,,,http2,h1_10_h2_0,,
94,438.3,4741.9,http1,h1_10_h2_0,4317.3,413.7
95,,,http2,h1_10_h2_0,,
96,459.0,4324.1,http1,h1_10_h2_0,3877.4,435.7
97,,,http2,h1_10_h2_0,,
