,networkTime,plt,protocol,protocol_ratio,renderingTime,ttfb
0,,,http1,h1_0_h2_10,,
1,429.8,4436.0,http2,h1_0_h2_10,4012.2,412.4
2,,,http1,h1_0_h2_10,,
3,413.2,4057.7,http2,h1_0_h2_10,3650.6,395.5
4,,,http1,h1_0_h2_10,,
5,464.5,4105.6,http2,h1_0_h2_10,3674.9,419.1
6,,,http1,h1_0_h2_10,,
7,444.6,4256.0,http2,h1_0_h2_10,3827.3,417.2
8,,,http1,h1_0_h2_10,,
9,398.8,4210.9,http2,h1_0_h2_10,3818.4,378.8
10,,,http1,h1_0_h2_10,,
11,436.0,4227.3,http2,h1_0_h2_10,3807.7,408.1
12,,,http1,h1_0_h2_10,,
13,405.2,4398.1,http2,h1_0_h2_10,3997.8,387.7
14,,,http1,h1_0_h2_10,,
15,392.3,4158.1,http2,h1_0_h2_10,3773.4,373.1
16,,,http1,h1_0_h2_10,,
17,412.3,4151.1,http2,h1_0_h2_10,3744.8,393.1
18,,,http1,h1_0_h2_10,,
19,433.2,4042.9,http2,h1_0_h2_10,3616.4,414.4
20,452.3333333333333,4390.0,http1,h1_3_h2_7,3958.0,419.6666666666667
21,395.0,4162.857142857143,http2,h1_3_h2_7,3777.285714285714,373.2857142857143
22,465.0,5121.0,http1,h1_3_h2_7,4696.0,413.3333333333333
23,396.0,4230.0,http2,h1_3_h2_7,3846.285714285714,372.7142857142857
24,393.3333333333333,4249.666666666667,http1,h1_3_h2_7,3862.3333333333335,375.0
25,439.42857142857144,4025.4285714285716,http2,h1_3_h2_7,3590.8571428571427,423.14285714285717
26,388.3333333333333,4284.333333333333,http1,h1_3_h2_7,3910.3333333333335,362.3333333333333
27,418.7142857142857,4321.714285714285,http2,h1_3_h2_7,3909.4285714285716,401.2857142857143
28,393.3333333333333,4270.333333333333,http1,h1_3_h2_7,3885.0,373.3333333333333
29,484.7142857142857,4440.571428571428,http2,h1_3_h2_7,4023.714285714286,405.85714285714283
30,434.3333333333333,5082.0,http1,h1_3_h2_7,4671.0,399.0
31,404.2857142857143,4159.142857142857,http2,h1_3_h2_7,3761.1428571428573,387.0
32,437.0,4357.666666666667,http1,h1_3_h2_7,3927.0,418.3333333333333
33,417.7142857142857,4155.142857142857,http2,h1_3_h2_7,3744.0,399.7142857142857
34,423.3333333333333,4154.333333333333,http1,h1_3_h2_7,3745.3333333333335,397.6666666666667
35,397.57142857142856,4443.0,http2,h1_3_h2_7,4053.714285714286,378.57142857142856
36,380.3333333333333,4200.666666666667,http1,h1_3_h2_7,3826.6666666666665,362.0
37,450.14285714285717,4106.285714285715,http2,h1_3_h2_7,3661.714285714286,433.0
38,426.6666666666667,4397.333333333333,http1,h1_3_h2_7,3978.0,407.3333333333333
39,425.7142857142857,4259.857142857143,http2,h1_3_h2_7,3840.4285714285716,404.0
40,438.4,4297.6,http1,h1_5_h2_5,3866.6,419.2
