,networkTime,plt,protocol,protocol_ratio,renderingTime,ttfb
0,,,http1,h1_0_h2_10,,
1,1160.6,6908.9,http2,h1_0_h2_10,5754.9,1141.0
2,,,http1,h1_0_h2_10,,
3,1153.6,6135.8,http2,h1_0_h2_10,4987.7,1135.1
4,,,http1,h1_0_h2_10,,
5,1161.3,6091.3,http2,h1_0_h2_10,4935.3,1143.0
6,,,http1,h1_0_h2_10,,
7,1143.7,6172.8,http2,h1_0_h2_10,5034.6,1085.9
8,,,http1,h1_0_h2_10,,
9,1159.2,5704.0,http2,h1_0_h2_10,4550.1,1140.8
10,,,http1,h1_0_h2_10,,
11,1162.4,6006.7,http2,h1_0_h2_10,4850.6,1123.6
12,,,http1,h1_0_h2_10,,
13,1160.5,6489.3,http2,h1_0_h2_10,5334.2,1142.1
14,,,http1,h1_0_h2_10,,
15,1157.6,5839.0,http2,h1_0_h2_10,4687.3,1119.0
16,,,http1,h1_0_h2_10,,
17,1158.3,5618.3,http2,h1_0_h2_10,4465.3,1120.3
18,,,http1,h1_0_h2_10,,
19,1149.9,6743.4,http2,h1_0_h2_10,5598.2,1132.2
20,1334.0,9697.333333333334,http1,h1_3_h2_7,8550.0,1134.3333333333333
21,1349.0,8367.714285714286,http2,h1_3_h2_7,7220.142857142857,1107.5714285714287
22,1159.3333333333333,8250.0,http1,h1_3_h2_7,7097.333333333333,1139.3333333333333
23,1150.4285714285713,9401.857142857143,http2,h1_3_h2_7,8257.42857142857,1076.2857142857142
24,1152.6666666666667,8466.0,http1,h1_3_h2_7,7320.0,1132.3333333333333
25,1165.5714285714287,8102.285714285715,http2,h1_3_h2_7,6941.857142857143,1148.0
26,1142.0,8324.333333333334,http1,h1_3_h2_7,7188.333333333333,1122.0
27,1174.857142857143,7777.857142857143,http2,h1_3_h2_7,6608.571428571428,1128.7142857142858
28,1151.3333333333333,8000.666666666667,http1,h1_3_h2_7,6856.0,1131.3333333333333
29,1146.4285714285713,7793.857142857143,http2,h1_3_h2_7,6652.428571428572,1128.5714285714287
30,1343.3333333333333,9691.0,http1,h1_3_h2_7,8535.0,1143.0
31,1329.0,10823.714285714286,http2,h1_3_h2_7,9698.0,1113.857142857143
