,networkTime,plt,protocol,protocol_ratio,renderingTime,ttfb
0,,,http1,h1_0_h2_10,,
1,777.3,5262.4,http2,h1_0_h2_10,4501.0,740.1
2,,,http1,h1_0_h2_10,,
3,763.7,4777.1,http2,h1_0_h2_10,4019.0,746.2
4,,,http1,h1_0_h2_10,,
5,756.0,5448.7,http2,h1_0_h2_10,4699.4,727.9
6,,,http1,h1_0_h2_10,,
7,750.3,4970.6,http2,h1_0_h2_10,4225.8,732.9
8,,,http1,h1_0_h2_10,,
9,744.3,5013.9,http2,h1_0_h2_10,4275.4,726.5
10,,,http1,h1_0_h2_10,,
11,760.5,5018.3,http2,h1_0_h2_10,4263.6,742.8
12,,,http1,h1_0_h2_10,,
13,755.4,5147.7,http2,h1_0_h2_10,4398.5,727.8
14,,,http1,h1_0_h2_10,,
15,744.6,6017.8,http2,h1_0_h2_10,5280.0,716.3
16,,,http1,h1_0_h2_10,,
17,767.4,4993.4,http2,h1_0_h2_10,4231.7,749.8
18,,,http1,h1_0_h2_10,,
19,767.3,4844.0,http2,h1_0_h2_10,4081.9,749.9
20,762.3333333333334,5059.333333333333,http1,h1_3_h2_7,4303.333333333333,744.0
21,755.5714285714286,5678.285714285715,http2,h1_3_h2_7,4928.571428571428,724.4285714285714
22,731.0,5244.666666666667,http1,h1_3_h2_7,4520.0,712.0
23,770.0,5947.571428571428,http2,h1_3_h2_7,5184.0,752.0
24,730.3333333333334,5144.333333333333,http1,h1_3_h2_7,4419.0,713.0
25,762.4285714285714,5939.857142857143,http2,h1_3_h2_7,5182.285714285715,705.0
26,731.3333333333334,5731.666666666667,http1,h1_3_h2_7,5006.0,713.6666666666666
27,750.0,5947.857142857143,http2,h1_3_h2_7,5204.0,732.2857142857143
28,747.0,5016.333333333333,http1,h1_3_h2_7,4274.333333333333,729.6666666666666
29,736.2857142857143,5726.142857142857,http2,h1_3_h2_7,4996.571428571428,718.0
30,741.3333333333334,5164.666666666667,http1,h1_3_h2_7,4429.333333333333,722.6666666666666
31,768.7142857142857,4977.714285714285,http2,h1_3_h2_7,4216.142857142857,723.0
32,771.0,5039.666666666667,http1,h1_3_h2_7,4275.666666666667,752.0
33,743.7142857142857,6362.571428571428,http2,h1_3_h2_7,5624.571428571428,726.5714285714286
34,733.6666666666666,6413.666666666667,http1,h1_3_h2_7,5687.0,714.0
35,754.7142857142857,6402.142857142857,http2,h1_3_h2_7,5652.857142857143,710.8571428571429
36,735.6666666666666,5032.333333333333,http1,h1_3_h2_7,4304.0,716.3333333333334
37,742.8571428571429,5645.428571428572,http2,h1_3_h2_7,4909.142857142857,724.8571428571429
38,750.3333333333334,5249.333333333333,http1,h1_3_h2_7,4505.0,731.6666666666666
39,742.5714285714286,5788.714285714285,http2,h1_3_h2_7,5051.0,726.2857142857143
40,754.2,5155.4,http1,h1_5_h2_5,4407.0,736.4
41,773.6,6294.0,http2,h1_5_h2_5,5526.6,736.0
42,739.8,5185.2,http1,h1_5_h2_5,4452.0,721.0
43,745.6,6069.6,http2,h1_5_h2_5,5330.8,689.2
44,755.4,5054.8,http1,h1_5_h2_5,4305.8,736.8
45,738.0,6141.6,http2,h1_5_h2_5,5409.6,721.0
46,748.4,5010.0,http1,h1_5_h2_5,4268.0,729.6
47,750.2,5874.0,http2,h1_5_h2_5,5130.0,732.6
48,740.8,4906.4,http1,h1_5_h2_5,4172.2,722.2
49,749.4,5051.8,http2,h1_5_h2_5,4308.4,732.0
