,networkTime,plt,protocol,protocol_ratio,renderingTime,ttfb
0,,,http1,h1_0_h2_10,,
1,1123.9,18416.0,http2,h1_0_h2_10,17457.8,946.5
2,,,http1,h1_0_h2_10,,
3,1210.0,18490.0,http2,h1_0_h2_10,17474.9,1003.2
4,,,http1,h1_0_h2_10,,
5,1148.3,18568.3,http2,h1_0_h2_10,17621.2,935.3
6,,,http1,h1_0_h2_10,,
7,1088.7,18148.4,http2,h1_0_h2_10,17193.2,928.4
8,,,http1,h1_0_h2_10,,
9,1138.9,18751.8,http2,h1_0_h2_10,17760.8,979.1
10,,,http1,h1_0_h2_10,,
11,1152.8,18625.8,http2,h1_0_h2_10,17675.1,938.9
12,,,http1,h1_0_h2_10,,
13,1181.3,16969.5,http2,h1_0_h2_10,15970.2,987.5
14,,,http1,h1_0_h2_10,,
15,1116.3,18293.4,http2,h1_0_h2_10,17331.9,949.8
16,,,http1,h1_0_h2_10,,
17,1221.7,17675.0,http2,h1_0_h2_10,16663.4,985.4
18,,,http1,h1_0_h2_10,,
19,1152.8,18769.3,http2,h1_0_h2_10,17798.2,931.8
20,1062.3333333333333,8856.0,http1,h1_3_h2_7,7932.666666666667,911.0
21,1105.0,19400.14285714286,http2,h1_3_h2_7,18447.714285714286,941.0
22,1171.3333333333333,8242.333333333334,http1,h1_3_h2_7,7210.0,1020.0
23,1114.2857142857142,18762.571428571428,http2,h1_3_h2_7,17830.0,921.1428571428571
24,1130.3333333333333,8568.0,http1,h1_3_h2_7,7624.666666666667,931.3333333333334
25,1108.5714285714287,18869.14285714286,http2,h1_3_h2_7,17934.14285714286,881.4285714285714
26,1094.0,8392.333333333334,http1,h1_3_h2_7,7435.666666666667,944.0
27,1099.7142857142858,17269.428571428572,http2,h1_3_h2_7,16334.285714285714,923.4285714285714
28,1067.3333333333333,8447.666666666666,http1,h1_3_h2_7,7515.0,917.0
29,1175.2857142857142,18780.285714285714,http2,h1_3_h2_7,17807.571428571428,961.4285714285714
30,1110.3333333333333,8494.666666666666,http1,h1_3_h2_7,7478.0,1003.3333333333334
31,1110.4285714285713,20025.571428571428,http2,h1_3_h2_7,19088.428571428572,925.7142857142857
32,1066.3333333333333,8228.0,http1,h1_3_h2_7,7300.666666666667,914.6666666666666
33,1092.5714285714287,19765.428571428572,http2,h1_3_h2_7,18826.0,928.1428571428571
34,1127.3333333333333,8514.0,http1,h1_3_h2_7,7575.333333333333,926.3333333333334
35,1111.142857142857,17540.285714285714,http2,h1_3_h2_7,16582.714285714286,946.2857142857143
36,1134.6666666666667,9025.0,http1,h1_3_h2_7,7991.666666666667,1020.3333333333334
37,1119.142857142857,18228.428571428572,http2,h1_3_h2_7,17282.571428571428,934.7142857142857
38,1081.0,8130.0,http1,h1_3_h2_7,7187.0,930.3333333333334
39,1308.7142857142858,19275.0,http2,h1_3_h2_7,18176.714285714286,1086.5714285714287
40,1076.6,8527.0,http1,h1_5_h2_5,7561.2,953.6
41,1192.6,19028.2,http2,h1_5_h2_5,18036.0,981.0
42,1116.8,8544.8,http1,h1_5_h2_5,7596.0,936.6
43,1169.6,16761.6,http2,h1_5_h2_5,15784.2,965.8
44,1129.0,8355.6,http1,h1_5_h2_5,7403.2,940.6
45,1163.2,18128.2,http2,h1_5_h2_5,17129.2,987.4
46,1102.8,8622.0,http1,h1_5_h2_5,7688.0,921.8
47,1145.8,20285.6,http2,h1_5_h2_5,19320.2,954.2
48,1114.8,8776.6,http1,h1_5_h2_5,7831.2,933.2
49,1309.2,19357.8,http2,h1_5_h2_5,18293.0,1053.4
50,1117.0,9020.8,http1,h1_5_h2_5,8080.4,928.2
51,1154.8,19615.6,http2,h1_5_h2_5,18602.2,1001.6
52,1193.0,9001.6,http1,h1_5_h2_5,8036.8,952.4
53,1164.8,17585.0,http2,h1_5_h2_5,16636.4,878.6
54,1132.4,8634.4,http1,h1_5_h2_5,7699.8,922.0
55,1156.4,18910.6,http2,h1_5_h2_5,17935.2,964.2
56,1071.0,8694.8,http1,h1_5_h2_5,7762.4,920.4
57,1224.4,20016.2,http2,h1_5_h2_5,19028.0,976.8
58,1073.0,8559.6,http1,h1_5_h2_5,7623.8,923.4
59,1149.2,18260.4,http2,h1_5_h2_5,17267.6,981.2
60,1070.7142857142858,8674.857142857143,http1,h1_7_h2_3,7724.428571428572,938.4285714285714
61,1169.3333333333333,19020.0,http2,h1_7_h2_3,18001.666666666668,1006.6666666666666
62,1075.5714285714287,8830.857142857143,http1,h1_7_h2_3,7875.428571428572,943.4285714285714
63,1197.0,20516.666666666668,http2,h1_7_h2_3,19512.0,993.3333333333334
64,1126.0,8306.142857142857,http1,h1_7_h2_3,7340.714285714285,953.2857142857143
65,1163.6666666666667,18338.0,http2,h1_7_h2_3,17330.666666666668,996.6666666666666
66,1196.4285714285713,8818.0,http1,h1_7_h2_3,7804.142857142857,1001.5714285714286
67,1158.6666666666667,17021.333333333332,http2,h1_7_h2_3,16005.333333333334,1004.6666666666666
68,1121.857142857143,8803.857142857143,http1,h1_7_h2_3,7820.428571428572,971.4285714285714
69,1189.0,17547.0,http2,h1_7_h2_3,16505.666666666668,1029.6666666666667
70,1106.5714285714287,8631.857142857143,http1,h1_7_h2_3,7686.0,934.2857142857143
71,1173.3333333333333,20227.666666666668,http2,h1_7_h2_3,19252.333333333332,964.3333333333334
