,networkTime,plt,protocol,protocol_ratio,renderingTime,ttfb
0,,,http1,h1_0_h2_10,,
1,393.7,4584.3,http2,h1_0_h2_10,4199.1,373.3
2,,,http1,h1_0_h2_10,,
3,390.8,4628.2,http2,h1_0_h2_10,4243.7,373.0
4,,,http1,h1_0_h2_10,,
5,450.5,4093.2,http2,h1_0_h2_10,3653.9,428.0
6,,,http1,h1_0_h2_10,,
7,391.6,4363.6,http2,h1_0_h2_10,3980.2,371.4
8,,,http1,h1_0_h2_10,,
9,398.1,5140.6,http2,h1_0_h2_10,4758.3,369.3
10,,,http1,h1_0_h2_10,,
11,406.9,4097.1,http2,h1_0_h2_10,3708.2,373.8
12,,,http1,h1_0_h2_10,,
13,392.5,4001.3,http2,h1_0_h2_10,3617.8,372.3
14,,,http1,h1_0_h2_10,,
15,389.0,4049.1,http2,h1_0_h2_10,3666.7,371.0
16,,,http1,h1_0_h2_10,,
17,396.9,4108.0,http2,h1_0_h2_10,3720.6,375.3
18,,,http1,h1_0_h2_10,,
19,409.1,4554.8,http2,h1_0_h2_10,4166.1,377.6
20,398.0,4234.666666666667,http1,h1_3_h2_7,3845.0,378.3333333333333
21,418.0,3986.4285714285716,http2,h1_3_h2_7,3591.0,384.57142857142856
22,386.6666666666667,6658.333333333333,http1,h1_3_h2_7,6285.333333333333,361.0
23,395.57142857142856,3885.5714285714284,http2,h1_3_h2_7,3501.714285714286,373.0
24,372.3333333333333,4114.333333333333,http1,h1_3_h2_7,3749.3333333333335,353.3333333333333
25,397.7142857142857,4053.1428571428573,http2,h1_3_h2_7,3664.0,378.2857142857143
26,388.3333333333333,4134.0,http1,h1_3_h2_7,3753.3333333333335,368.6666666666667
27,435.14285714285717,4117.285714285715,http2,h1_3_h2_7,3689.4285714285716,417.0
28,408.3333333333333,4149.333333333333,http1,h1_3_h2_7,3751.6666666666665,386.0
29,394.7142857142857,3953.285714285714,http2,h1_3_h2_7,3565.5714285714284,377.0
30,402.3333333333333,5112.333333333333,http1,h1_3_h2_7,4729.666666666667,370.6666666666667
31,379.14285714285717,4053.8571428571427,http2,h1_3_h2_7,3683.1428571428573,359.7142857142857
32,405.3333333333333,4974.333333333333,http1,h1_3_h2_7,4575.666666666667,387.0
33,389.0,4365.428571428572,http2,h1_3_h2_7,3983.0,371.57142857142856
34,394.0,4237.333333333333,http1,h1_3_h2_7,3851.0,374.6666666666667
35,395.2857142857143,4385.857142857143,http2,h1_3_h2_7,3998.714285714286,374.85714285714283
36,402.0,4158.0,http1,h1_3_h2_7,3763.0,383.3333333333333
37,391.7142857142857,3918.4285714285716,http2,h1_3_h2_7,3536.1428571428573,368.57142857142856
38,389.6666666666667,4188.0,http1,h1_3_h2_7,3807.3333333333335,369.6666666666667
39,395.14285714285717,4192.571428571428,http2,h1_3_h2_7,3807.4285714285716,374.42857142857144
40,442.8,4295.8,http1,h1_5_h2_5,3860.6,423.6
41,442.8,4066.2,http2,h1_5_h2_5,3642.6,413.0
42,382.4,4147.2,http1,h1_5_h2_5,3777.8,357.8
43,400.2,4672.6,http2,h1_5_h2_5,4278.2,383.4
44,387.8,4309.0,http1,h1_5_h2_5,3927.8,369.6
45,389.6,4481.0,http2,h1_5_h2_5,4099.4,369.0
46,400.0,4400.0,http1,h1_5_h2_5,4011.4,377.0
47,461.2,4807.6,http2,h1_5_h2_5,4374.0,422.8
48,395.6,4761.6,http1,h1_5_h2_5,4377.2,372.8
49,415.2,4117.8,http2,h1_5_h2_5,3716.4,391.2
50,407.0,4408.4,http1,h1_5_h2_5,4012.0,385.2
51,415.0,4009.0,http2,h1_5_h2_5,3599.8,398.2
52,429.0,4749.2,http1,h1_5_h2_5,4331.8,405.6
53,466.4,4287.8,http2,h1_5_h2_5,3834.2,442.6
54,399.4,5155.8,http1,h1_5_h2_5,4763.4,381.0
55,449.2,4859.8,http2,h1_5_h2_5,4428.2,420.6
56,401.8,4270.8,http1,h1_5_h2_5,3881.2,378.2
57,392.0,3901.2,http2,h1_5_h2_5,3517.0,373.4
58,400.8,4090.6,http1,h1_5_h2_5,3709.6,369.4
59,402.8,5081.0,http2,h1_5_h2_5,4685.0,385.0
60,386.8333333333333,4544.166666666667,http1,h1_7_h2_3,4164.166666666667,368.6666666666667
61,427.6666666666667,4145.333333333333,http2,h1_7_h2_3,3730.0,404.3333333333333
62,393.7142857142857,4621.428571428572,http1,h1_7_h2_3,4234.428571428572,376.0
63,417.0,4261.0,http2,h1_7_h2_3,3857.6666666666665,393.0
64,401.14285714285717,4937.142857142857,http1,h1_7_h2_3,4546.142857142857,379.7142857142857
65,440.0,3978.0,http2,h1_7_h2_3,3548.0,419.6666666666667
66,397.57142857142856,4411.142857142857,http1,h1_7_h2_3,4020.714285714286,379.2857142857143
67,407.6666666666667,4263.0,http2,h1_7_h2_3,3870.6666666666665,382.3333333333333
68,390.14285714285717,4608.428571428572,http1,h1_7_h2_3,4226.285714285715,370.7142857142857
69,436.3333333333333,4013.3333333333335,http2,h1_7_h2_3,3620.6666666666665,381.6666666666667
70,409.14285714285717,4135.285714285715,http1,h1_7_h2_3,3733.1428571428573,390.7142857142857
71,440.6666666666667,4083.0,http2,h1_7_h2_3,3653.6666666666665,418.3333333333333
72,397.2857142857143,4241.428571428572,http1,h1_7_h2_3,3853.714285714286,376.7142857142857
73,440.6666666666667,4224.666666666667,http2,h1_7_h2_3,3802.0,411.6666666666667
74,441.0,4681.571428571428,http1,h1_7_h2_3,4254.142857142857,416.57142857142856
75,488.6666666666667,3988.0,http2,h1_7_h2_3,3556.3333333333335,421.0
76,436.2857142857143,4263.0,http1,h1_7_h2_3,3838.714285714286,413.14285714285717
77,447.6666666666667,4288.666666666667,http2,h1_7_h2_3,3847.6666666666665,430.6666666666667
78,401.2857142857143,4425.857142857143,http1,h1_7_h2_3,4034.1428571428573,380.57142857142856
79,397.0,5529.333333333333,http2,h1_7_h2_3,5138.0,380.3333333333333
80,431.0,5091.3,http1,h1_10_h2_0,4679.2,401.0
81,,,http2,h1_10_h2_0,,
82,411.9,4274.5,http1,h1_10_h2_0,3874.5,389.1
83,,,http2,h1_10_h2_0,,
84,455.9,4369.9,http1,h1_10_h2_0,3948.9,410.1
85,,,http2,h1_10_h2_0,,
86,428.1,4334.8,http1,h1_10_h2_0,3919.5,404.3
87,,,http2,h1_10_h2_0,,
88,451.5,4188.8,http1,h1_10_h2_0,3748.1,429.7
89,,,http2,h1_10_h2_0,,
90,529.8,4700.3,http1,h1_10_h2_0,4208.1,481.2
91,,,http2,h1_10_h2_0,,
