,networkTime,plt,protocol,protocol_ratio,renderingTime,ttfb
0,,,http1,h1_0_h2_10,,
1,364.2,4476.7,http2,h1_0_h2_10,4125.5,339.6
2,,,http1,h1_0_h2_10,,
3,399.9,4372.0,http2,h1_0_h2_10,3984.4,375.2
4,,,http1,h1_0_h2_10,,
5,357.1,4732.5,http2,h1_0_h2_10,4381.8,339.0
6,,,http1,h1_0_h2_10,,
7,357.5,4625.1,http2,h1_0_h2_10,4273.9,339.4
8,,,http1,h1_0_h2_10,,
9,354.7,4317.0,http2,h1_0_h2_10,3968.6,336.7
10,,,http1,h1_0_h2_10,,
11,365.7,4408.6,http2,h1_0_h2_10,4051.8,344.1
12,,,http1,h1_0_h2_10,,
13,372.6,4364.2,http2,h1_0_h2_10,4004.5,347.7
14,,,http1,h1_0_h2_10,,
15,399.7,4262.2,http2,h1_0_h2_10,3877.5,372.0
16,,,http1,h1_0_h2_10,,
17,364.8,4337.9,http2,h1_0_h2_10,3979.9,346.4
18,447.3333333333333,4299.333333333333,http1,h1_3_h2_7,3939.6666666666665,347.3333333333333
19,400.57142857142856,4053.8571428571427,http2,h1_3_h2_7,3679.714285714286,362.7142857142857
20,332.3333333333333,4442.0,http1,h1_3_h2_7,4116.0,314.0
21,367.57142857142856,4521.0,http2,h1_3_h2_7,4160.0,349.85714285714283
22,373.3333333333333,4131.0,http1,h1_3_h2_7,3764.6666666666665,353.6666666666667
23,370.7142857142857,4711.714285714285,http2,h1_3_h2_7,4347.142857142857,353.14285714285717
24,365.0,5011.666666666667,http1,h1_3_h2_7,4653.0,346.3333333333333
25,362.42857142857144,4276.714285714285,http2,h1_3_h2_7,3920.8571428571427,344.42857142857144
26,503.0,4388.666666666667,http1,h1_3_h2_7,3956.3333333333335,420.0
27,357.42857142857144,4331.428571428572,http2,h1_3_h2_7,3980.714285714286,339.14285714285717
28,423.3333333333333,5194.666666666667,http1,h1_3_h2_7,4777.333333333333,404.6666666666667
29,388.2857142857143,4180.428571428572,http2,h1_3_h2_7,3799.1428571428573,369.85714285714283
30,348.6666666666667,5135.333333333333,http1,h1_3_h2_7,4793.666666666667,329.3333333333333
31,399.2857142857143,4655.142857142857,http2,h1_3_h2_7,4270.428571428572,371.57142857142856
32,372.3333333333333,5155.333333333333,http1,h1_3_h2_7,4790.333333333333,352.6666666666667
33,372.7142857142857,5498.428571428572,http2,h1_3_h2_7,5139.857142857143,346.57142857142856
34,369.3333333333333,4119.333333333333,http1,h1_3_h2_7,3756.0,350.6666666666667
35,425.42857142857144,4758.428571428572,http2,h1_3_h2_7,4356.0,391.2857142857143
36,378.3333333333333,4225.333333333333,http1,h1_3_h2_7,3853.0,359.6666666666667
37,377.0,4100.285714285715,http2,h1_3_h2_7,3728.714285714286,360.14285714285717
38,344.0,5765.6,http1,h1_5_h2_5,5427.4,326.0
39,358.6,5075.0,http2,h1_5_h2_5,4723.4,340.4
40,351.2,4810.6,http1,h1_5_h2_5,4465.6,332.8
41,542.6,4811.4,http2,h1_5_h2_5,4278.2,522.0
42,345.6,5297.6,http1,h1_5_h2_5,4958.2,327.4
43,366.0,4530.2,http2,h1_5_h2_5,4181.2,337.8
44,363.4,4297.2,http1,h1_5_h2_5,3940.8,344.6
45,436.2,4030.0,http2,h1_5_h2_5,3600.0,419.0
46,353.0,4766.6,http1,h1_5_h2_5,4423.0,331.8
47,360.6,5095.2,http2,h1_5_h2_5,4741.6,342.4
48,371.4,5993.4,http1,h1_5_h2_5,5628.2,353.4
49,394.0,4312.0,http2,h1_5_h2_5,3931.2,369.4
50,362.4,4179.0,http1,h1_5_h2_5,3823.0,344.0
51,360.8,4205.6,http2,h1_5_h2_5,3852.2,341.8
52,350.7142857142857,4211.428571428572,http1,h1_7_h2_3,3870.8571428571427,329.2857142857143
53,461.3333333333333,5285.333333333333,http2,h1_7_h2_3,4869.0,405.6666666666667
54,365.0,4880.0,http1,h1_7_h2_3,4521.714285714285,346.85714285714283
55,356.6666666666667,4032.3333333333335,http2,h1_7_h2_3,3682.6666666666665,338.6666666666667
56,362.57142857142856,4215.857142857143,http1,h1_7_h2_3,3860.285714285714,344.14285714285717
57,372.0,4029.3333333333335,http2,h1_7_h2_3,3663.6666666666665,354.6666666666667
58,358.14285714285717,4248.0,http1,h1_7_h2_3,3896.8571428571427,339.42857142857144
59,367.3333333333333,4088.3333333333335,http2,h1_7_h2_3,3726.6666666666665,350.3333333333333
60,432.7142857142857,4631.714285714285,http1,h1_7_h2_3,4270.142857142857,350.0
61,382.3333333333333,4147.0,http2,h1_7_h2_3,3771.0,365.0
62,349.85714285714283,4623.571428571428,http1,h1_7_h2_3,4283.571428571428,328.14285714285717
63,380.6666666666667,5091.333333333333,http2,h1_7_h2_3,4717.333333333333,362.6666666666667
64,376.1,5068.5,http1,h1_10_h2_0,4707.4,349.9
65,,,http2,h1_10_h2_0,,
66,379.7,4745.8,http1,h1_10_h2_0,4372.5,361.8
67,,,http2,h1_10_h2_0,,
68,355.7,4483.2,http1,h1_10_h2_0,4133.7,338.0
69,,,http2,h1_10_h2_0,,
70,361.4,4366.4,http1,h1_10_h2_0,4013.5,341.7
71,,,http2,h1_10_h2_0,,
72,351.8,4560.8,http1,h1_10_h2_0,4220.8,328.9
73,,,http2,h1_10_h2_0,,
74,362.8,4630.5,http1,h1_10_h2_0,4273.8,345.7
75,,,http2,h1_10_h2_0,,
76,391.3,4244.8,http1,h1_10_h2_0,3864.5,369.1
77,,,http2,h1_10_h2_0,,
78,451.7,4367.9,http1,h1_10_h2_0,3943.5,413.1
79,,,http2,h1_10_h2_0,,
80,373.5,4701.0,http1,h1_10_h2_0,4343.6,346.2
81,,,http2,h1_10_h2_0,,
82,368.0,4255.0,http1,h1_10_h2_0,3898.1,345.6
83,,,http2,h1_10_h2_0,,
