,loadingTime,protocol,timestamp
0,116.05501174926758,http2,1532360164.2586467
0,116.04881286621094,http2,1532360223.8878112
0,117.99073219299316,http2,1532360283.5114684
0,113.45696449279785,http2,1532360344.1330047
0,113.13772201538086,http2,1532360403.7563617
0,113.47365379333496,http2,1532360463.3766103
0,113.49868774414062,http2,1532360523.9965844
0,113.70539665222168,http2,1532360583.6128495
0,114.87412452697754,http2,1532360644.2303064
0,115.15235900878906,http2,1532360703.862634
0,112.90740966796875,http2,1532360763.460765
0,113.9991283416748,http2,1532360824.077495
0,112.62798309326172,http2,1532360883.7044022
0,108.5970401763916,http2,1532360943.3180535
0,117.11382865905762,http2,1532361003.941705
0,117.6152229309082,http2,1532361063.5668201
0,115.00954627990723,http2,1532361124.1872246
0,118.61562728881836,http2,1532361183.811
0,112.65063285827637,http2,1532361243.4295347
0,120.44501304626465,http2,1532361304.057273
0,117.78855323791504,http2,1532361363.6991746
0,115.50068855285645,http2,1532361423.3257675
0,113.44122886657715,http2,1532361483.9480429
