,loadingTime,protocol,timestamp
0,234.04717445373535,http1,1532420162.6640115
0,238.47079277038574,http1,1532420223.0230944
0,223.0970859527588,http1,1532420282.3635993
0,240.41008949279785,http1,1532420342.7247126
0,247.9557991027832,http1,1532420403.0828767
0,260.32567024230957,http1,1532420462.4647226
0,252.85005569458008,http1,1532420522.8293211
0,241.22023582458496,http1,1532420583.1797016
0,243.62421035766602,http1,1532420642.5349934
0,237.37049102783203,http1,1532420702.8935142
0,247.53355979919434,http1,1532420762.2493541
0,234.78102684020996,http1,1532420822.5908542
0,252.69246101379395,http1,1532420882.9610515
0,238.04712295532227,http1,1532420942.3103154
0,237.8518581390381,http1,1532421002.653268
0,244.60983276367188,http1,1532421063.0150218
0,232.36846923828125,http1,1532421122.3591108
0,239.98403549194336,http1,1532421182.7183194
0,254.4231414794922,http1,1532421243.0855372
0,252.53868103027344,http1,1532421302.4466407
0,245.48935890197754,http1,1532421362.8205552
0,242.63596534729004,http1,1532421423.174396
0,248.8868236541748,http1,1532421482.5317972
