,computationTime,networkTime,plt,protocol,timestamp
0,458.0,384.0,848.0,http2,1527500165.0
0,472.0,355.0,833.0,http2,1527500225.0
0,935.0,383.0,1322.0,http2,1527500285.0
0,408.0,380.0,790.0,http2,1527500345.0
0,452.0,386.0,841.0,http2,1527500405.0
0,534.0,590.0,1128.0,http2,1527500465.0
0,417.0,308.0,727.0,http2,1527500525.0
0,393.0,366.0,763.0,http2,1527500585.0
0,311.0,353.0,667.0,http2,1527500645.0
0,399.0,394.0,796.0,http2,1527500705.0
0,447.0,357.0,806.0,http2,1527500765.0
0,277.0,371.0,651.0,http2,1527500824.0
0,539.0,390.0,933.0,http2,1527500885.0
0,322.0,319.0,644.0,http2,1527500945.0
0,815.0,366.0,1184.0,http2,1527501005.0
0,420.0,355.0,780.0,http2,1527501065.0
0,382.0,383.0,769.0,http2,1527501125.0
0,554.0,378.0,934.0,http2,1527501185.0
0,379.0,383.0,767.0,http2,1527501245.0
0,322.0,368.0,694.0,http2,1527501304.0
