,computationTime,networkTime,plt,protocol,timestamp
0,347.0,396.0,751.0,http1,1526927105.0
0,315.0,349.0,668.0,http1,1526927165.0
0,333.0,385.0,722.0,http1,1526927225.0
0,361.0,382.0,748.0,http1,1526927285.0
0,361.0,352.0,718.0,http1,1526927345.0
0,358.0,329.0,692.0,http1,1526927405.0
0,367.0,359.0,729.0,http1,1526927464.0
0,343.0,397.0,744.0,http1,1526927525.0
0,339.0,364.0,706.0,http1,1526927584.0
0,348.0,360.0,715.0,http1,1526927645.0
0,359.0,349.0,714.0,http1,1526927704.0
0,364.0,355.0,723.0,http1,1526927765.0
0,341.0,306.0,651.0,http1,1526927824.0
0,382.0,357.0,744.0,http1,1526927885.0
0,307.0,398.0,711.0,http1,1526927945.0
0,343.0,381.0,729.0,http1,1526928005.0
0,360.0,353.0,726.0,http1,1526928065.0
0,357.0,379.0,743.0,http1,1526928125.0
0,335.0,381.0,721.0,http1,1526928185.0
0,351.0,358.0,715.0,http1,1526928245.0
0,308.0,321.0,633.0,http1,1526928305.0
0,341.0,369.0,716.0,http1,1526928364.0
0,380.0,378.0,762.0,http1,1526928425.0
0,362.0,357.0,723.0,http1,1526928484.0
0,358.0,337.0,704.0,http1,1526928545.0
0,300.0,360.0,665.0,http1,1526928604.0
0,350.0,349.0,703.0,http1,1526928665.0
0,329.0,306.0,638.0,http1,1526928724.0
0,350.0,379.0,733.0,http1,1526928785.0
0,363.0,367.0,734.0,http1,1526928845.0
0,346.0,381.0,732.0,http1,1526928905.0
0,317.0,358.0,682.0,http1,1526928965.0
0,350.0,368.0,723.0,http1,1526929025.0
0,334.0,366.0,703.0,http1,1526929085.0
0,365.0,332.0,707.0,http1,1526929144.0
0,366.0,333.0,703.0,http1,1526929205.0
0,356.0,363.0,723.0,http1,1526929264.0
0,323.0,372.0,698.0,http1,1526929325.0
0,302.0,363.0,670.0,http1,1526929384.0
0,345.0,356.0,705.0,http1,1526929445.0
0,362.0,347.0,713.0,http1,1526929505.0
0,357.0,353.0,713.0,http1,1526929565.0
0,328.0,317.0,653.0,http1,1526929625.0
0,352.0,357.0,713.0,http1,1526929685.0
0,304.0,371.0,678.0,http1,1526929745.0
0,315.0,366.0,685.0,http1,1526929804.0
0,376.0,357.0,738.0,http1,1526929865.0
0,364.0,362.0,732.0,http1,1526929924.0
0,349.0,353.0,707.0,http1,1526929985.0
0,326.0,316.0,646.0,http1,1526930044.0
0,330.0,363.0,697.0,http1,1526930105.0
0,356.0,363.0,724.0,http1,1526930165.0
0,362.0,400.0,766.0,http1,1526930225.0
0,321.0,376.0,701.0,http1,1526930285.0
0,344.0,355.0,703.0,http1,1526930345.0
0,364.0,379.0,751.0,http1,1526930405.0
0,348.0,347.0,699.0,http1,1526930465.0
0,314.0,390.0,707.0,http1,1526930525.0
0,329.0,375.0,707.0,http1,1526930584.0
0,360.0,381.0,745.0,http1,1526930645.0
0,398.0,382.0,785.0,http1,1526930705.0
0,329.0,370.0,702.0,http1,1526930765.0
0,351.0,358.0,713.0,http1,1526930824.0
0,381.0,356.0,747.0,http1,1526930885.0
0,361.0,373.0,738.0,http1,1526930944.0
0,345.0,365.0,713.0,http1,1526931005.0
0,294.0,366.0,668.0,http1,1526931064.0
0,340.0,356.0,700.0,http1,1526931125.0
0,309.0,351.0,665.0,http1,1526931184.0
0,337.0,356.0,697.0,http1,1526931245.0
0,348.0,352.0,704.0,http1,1526931305.0
0,354.0,359.0,718.0,http1,1526931365.0
0,293.0,362.0,659.0,http1,1526931425.0
0,325.0,371.0,700.0,http1,1526931484.0
0,354.0,374.0,731.0,http1,1526931545.0
0,368.0,362.0,734.0,http1,1526931604.0
0,363.0,357.0,725.0,http1,1526931665.0
0,343.0,352.0,701.0,http1,1526931724.0
0,384.0,382.0,771.0,http1,1526931785.0
0,363.0,358.0,728.0,http1,1526931844.0
0,332.0,375.0,711.0,http1,1526931905.0
0,324.0,350.0,679.0,http1,1526931964.0
0,342.0,316.0,661.0,http1,1526932025.0
0,340.0,350.0,695.0,http1,1526932085.0
0,352.0,339.0,694.0,http1,1526932145.0
0,288.0,375.0,667.0,http1,1526932205.0
0,344.0,361.0,708.0,http1,1526932264.0
0,357.0,361.0,723.0,http1,1526932325.0
0,332.0,363.0,700.0,http1,1526932384.0
0,356.0,326.0,690.0,http1,1526932445.0
0,302.0,373.0,682.0,http1,1526932504.0
0,332.0,358.0,693.0,http1,1526932565.0
0,336.0,377.0,719.0,http1,1526932625.0
0,353.0,337.0,694.0,http1,1526932685.0
0,353.0,372.0,728.0,http1,1526932745.0
0,354.0,363.0,720.0,http1,1526932805.0
0,337.0,355.0,696.0,http1,1526932865.0
0,322.0,313.0,641.0,http1,1526932924.0
0,346.0,369.0,718.0,http1,1526932985.0
0,329.0,373.0,708.0,http1,1526933044.0
0,350.0,364.0,718.0,http1,1526933105.0
0,335.0,347.0,687.0,http1,1526933164.0
0,344.0,373.0,721.0,http1,1526933225.0
0,340.0,364.0,710.0,http1,1526933285.0
0,367.0,323.0,695.0,http1,1526933345.0
0,342.0,360.0,705.0,http1,1526933405.0
0,344.0,383.0,732.0,http1,1526933465.0
0,341.0,381.0,725.0,http1,1526933525.0
0,317.0,337.0,658.0,http1,1526933584.0
0,382.0,365.0,751.0,http1,1526933645.0
0,346.0,387.0,736.0,http1,1526933704.0
0,335.0,340.0,678.0,http1,1526933765.0
0,331.0,375.0,710.0,http1,1526933824.0
0,349.0,412.0,766.0,http1,1526933885.0
0,483.0,375.0,862.0,http1,1526933944.0
0,335.0,324.0,664.0,http1,1526934005.0
0,322.0,352.0,679.0,http1,1526934064.0
0,334.0,377.0,716.0,http1,1526934125.0
0,355.0,351.0,711.0,http1,1526934184.0
0,390.0,335.0,728.0,http1,1526934245.0
0,335.0,360.0,702.0,http1,1526934304.0
0,331.0,358.0,693.0,http1,1526934365.0
0,349.0,360.0,714.0,http1,1526934425.0
0,370.0,338.0,713.0,http1,1526934485.0
0,385.0,376.0,766.0,http1,1526934545.0
0,362.0,375.0,745.0,http1,1526934605.0
0,339.0,336.0,679.0,http1,1526934665.0
0,360.0,380.0,744.0,http1,1526934725.0
0,355.0,371.0,729.0,http1,1526934785.0
0,351.0,359.0,715.0,http1,1526934845.0
0,368.0,311.0,684.0,http1,1526934905.0
0,364.0,363.0,731.0,http1,1526934964.0
0,320.0,369.0,699.0,http1,1526935025.0
0,333.0,346.0,683.0,http1,1526935084.0
0,392.0,386.0,781.0,http1,1526935145.0
0,341.0,365.0,711.0,http1,1526935204.0
0,350.0,366.0,721.0,http1,1526935265.0
0,352.0,361.0,717.0,http1,1526935324.0
0,356.0,344.0,705.0,http1,1526935385.0
0,342.0,351.0,702.0,http1,1526935444.0
0,370.0,379.0,753.0,http1,1526935505.0
0,354.0,354.0,711.0,http1,1526935565.0
0,443.0,393.0,840.0,http1,1526935625.0
0,311.0,364.0,679.0,http1,1526935684.0
0,322.0,371.0,697.0,http1,1526935745.0
0,400.0,326.0,731.0,http1,1526935805.0
0,383.0,372.0,758.0,http1,1526935865.0
0,331.0,369.0,703.0,http1,1526935925.0
0,372.0,367.0,743.0,http1,1526935985.0
0,351.0,359.0,714.0,http1,1526936045.0
0,382.0,361.0,747.0,http1,1526936105.0
0,343.0,355.0,702.0,http1,1526936165.0
