,loadingTime,protocol,timestamp
0,272.9816436767578,http2_multi,1532416382.6450164
0,277.4384021759033,http2_multi,1532416443.1349292
0,263.02051544189453,http2_multi,1532416502.60885
0,294.757604598999,http2_multi,1532416563.1166809
0,264.6915912628174,http2_multi,1532416622.6049736
0,238.85440826416016,http2_multi,1532416683.05694
0,271.5566158294678,http2_multi,1532416742.5410762
0,261.7511749267578,http2_multi,1532416803.0210772
0,240.10729789733887,http2_multi,1532416862.4768505
0,271.40188217163086,http2_multi,1532416922.9615476
0,239.35437202453613,http2_multi,1532416982.4100077
0,284.63149070739746,http2_multi,1532417042.9076414
0,278.2001495361328,http2_multi,1532417102.3924582
0,291.5666103363037,http2_multi,1532417162.8965633
0,271.8017101287842,http2_multi,1532417222.3782744
0,377.6705265045166,http2_multi,1532417282.9667158
0,285.1836681365967,http2_multi,1532417342.4636512
0,273.30851554870605,http2_multi,1532417402.952874
0,264.1105651855469,http2_multi,1532417462.4278407
0,285.7801914215088,http2_multi,1532417522.9248922
0,281.36324882507324,http2_multi,1532417582.4196322
0,276.46756172180176,http2_multi,1532417642.9065957
0,269.8333263397217,http2_multi,1532417702.3901796
0,283.57625007629395,http2_multi,1532417762.884693
0,274.87874031066895,http2_multi,1532417822.3729796
0,261.3837718963623,http2_multi,1532417882.847483
0,277.3783206939697,http2_multi,1532417942.3372505
0,268.979549407959,http2_multi,1532418002.8198245
0,269.6049213409424,http2_multi,1532418063.2984734
0,278.91039848327637,http2_multi,1532418122.7849271
0,269.12927627563477,http2_multi,1532418183.2648916
