,computationTime,networkTime,plt,protocol,timestamp
0,414.0,379.0,796.0,http2,1526927045.0
0,319.0,399.0,723.0,http2,1526927105.0
0,331.0,359.0,694.0,http2,1526927165.0
0,389.0,378.0,771.0,http2,1526927225.0
0,440.0,481.0,926.0,http2,1526927285.0
0,376.0,374.0,753.0,http2,1526927345.0
0,385.0,336.0,726.0,http2,1526927405.0
0,323.0,362.0,689.0,http2,1526927464.0
0,406.0,397.0,807.0,http2,1526927525.0
0,544.0,350.0,898.0,http2,1526927585.0
0,297.0,365.0,665.0,http2,1526927645.0
0,383.0,370.0,758.0,http2,1526927705.0
0,376.0,362.0,741.0,http2,1526927764.0
0,386.0,327.0,716.0,http2,1526927825.0
0,614.0,383.0,1002.0,http2,1526927885.0
0,471.0,381.0,858.0,http2,1526927945.0
0,301.0,394.0,698.0,http2,1526928005.0
0,321.0,352.0,678.0,http2,1526928065.0
0,321.0,372.0,697.0,http2,1526928125.0
0,339.0,501.0,844.0,http2,1526928185.0
0,446.0,379.0,829.0,http2,1526928245.0
0,287.0,346.0,637.0,http2,1526928305.0
0,371.0,399.0,774.0,http2,1526928365.0
0,321.0,347.0,672.0,http2,1526928424.0
0,326.0,384.0,713.0,http2,1526928485.0
0,529.0,443.0,986.0,http2,1526928546.0
0,341.0,470.0,814.0,http2,1526928605.0
0,444.0,389.0,836.0,http2,1526928665.0
0,369.0,360.0,732.0,http2,1526928724.0
0,391.0,316.0,710.0,http2,1526928785.0
0,507.0,354.0,866.0,http2,1526928845.0
0,329.0,348.0,681.0,http2,1526928904.0
0,348.0,379.0,733.0,http2,1526928965.0
0,421.0,353.0,780.0,http2,1526929025.0
0,281.0,511.0,798.0,http2,1526929085.0
0,485.0,361.0,849.0,http2,1526929145.0
0,283.0,330.0,620.0,http2,1526929204.0
0,454.0,402.0,859.0,http2,1526929265.0
0,271.0,394.0,670.0,http2,1526929325.0
0,306.0,408.0,716.0,http2,1526929385.0
0,408.0,372.0,785.0,http2,1526929445.0
0,453.0,360.0,817.0,http2,1526929505.0
0,550.0,378.0,930.0,http2,1526929565.0
0,391.0,407.0,801.0,http2,1526929625.0
0,361.0,358.0,722.0,http2,1526929685.0
0,317.0,367.0,688.0,http2,1526929745.0
0,497.0,359.0,864.0,http2,1526929805.0
0,364.0,359.0,728.0,http2,1526929864.0
0,450.0,342.0,796.0,http2,1526929925.0
0,343.0,520.0,867.0,http2,1526929985.0
0,307.0,373.0,685.0,http2,1526930044.0
0,328.0,370.0,700.0,http2,1526930105.0
0,532.0,366.0,901.0,http2,1526930165.0
0,363.0,392.0,759.0,http2,1526930225.0
0,388.0,385.0,780.0,http2,1526930285.0
0,289.0,365.0,658.0,http2,1526930344.0
0,372.0,381.0,758.0,http2,1526930405.0
0,621.0,388.0,1012.0,http2,1526930465.0
0,504.0,382.0,889.0,http2,1526930525.0
0,304.0,315.0,623.0,http2,1526930585.0
0,440.0,386.0,829.0,http2,1526930645.0
0,682.0,378.0,1064.0,http2,1526930705.0
0,422.0,353.0,782.0,http2,1526930764.0
0,370.0,385.0,758.0,http2,1526930825.0
0,307.0,503.0,814.0,http2,1526930885.0
0,274.0,369.0,647.0,http2,1526930945.0
0,318.0,337.0,658.0,http2,1526931005.0
0,317.0,367.0,689.0,http2,1526931065.0
0,350.0,380.0,734.0,http2,1526931125.0
0,506.0,386.0,898.0,http2,1526931185.0
0,349.0,357.0,709.0,http2,1526931245.0
0,543.0,383.0,936.0,http2,1526931305.0
0,408.0,387.0,799.0,http2,1526931365.0
0,341.0,353.0,698.0,http2,1526931425.0
0,492.0,390.0,887.0,http2,1526931485.0
