,computationTime,networkTime,plt,protocol,timestamp
0,855.0,313.0,1174.0,http1,1527502446.0
0,361.0,314.0,684.0,http1,1527502505.0
0,816.0,311.0,1132.0,http1,1527502565.0
0,713.0,363.0,1081.0,http1,1527502625.0
0,556.0,321.0,881.0,http1,1527502685.0
0,424.0,318.0,748.0,http1,1527502745.0
0,481.0,311.0,797.0,http1,1527502804.0
0,364.0,357.0,728.0,http1,1527502865.0
0,372.0,520.0,896.0,http1,1527502925.0
0,432.0,309.0,748.0,http1,1527502985.0
0,410.0,323.0,738.0,http1,1527503045.0
0,720.0,365.0,1090.0,http1,1527503105.0
0,523.0,517.0,1046.0,http1,1527503165.0
0,408.0,311.0,724.0,http1,1527503225.0
0,365.0,320.0,690.0,http1,1527503284.0
0,440.0,360.0,805.0,http1,1527503345.0
0,435.0,333.0,773.0,http1,1527503405.0
