,computationTime,networkTime,plt,protocol,timestamp
0,525.0,323.0,850.0,http2,1527560825.0
0,470.0,495.0,971.0,http2,1527560885.0
0,361.0,372.0,736.0,http2,1527560945.0
0,419.0,396.0,817.0,http2,1527561005.0
0,371.0,371.0,745.0,http2,1527561064.0
0,381.0,385.0,768.0,http2,1527561125.0
0,384.0,376.0,763.0,http2,1527561184.0
0,408.0,380.0,791.0,http2,1527561245.0
0,594.0,378.0,974.0,http2,1527561305.0
0,403.0,366.0,771.0,http2,1527561365.0
0,688.0,307.0,997.0,http2,1527561425.0
0,493.0,347.0,846.0,http2,1527561485.0
0,375.0,399.0,776.0,http2,1527561545.0
0,539.0,388.0,929.0,http2,1527561605.0
0,569.0,348.0,922.0,http2,1527561665.0
0,451.0,389.0,843.0,http2,1527561725.0
0,409.0,481.0,894.0,http2,1527561785.0
0,443.0,320.0,765.0,http2,1527561845.0
0,558.0,366.0,928.0,http2,1527561905.0
0,590.0,354.0,946.0,http2,1527561965.0
0,368.0,328.0,699.0,http2,1527562024.0
0,435.0,379.0,817.0,http2,1527562085.0
