,loadingTime,protocol,timestamp
0,243.38865280151367,http1,1532421543.012961
0,259.6242427825928,http1,1532421602.3525221
0,308.3689212799072,http1,1532421662.7305882
0,305.5124282836914,http1,1532421723.1093452
0,321.35725021362305,http1,1532421782.505258
0,273.4034061431885,http1,1532421842.846901
0,232.30290412902832,http1,1532421902.144868
0,240.82279205322266,http1,1532421962.4627595
0,238.58928680419922,http1,1532422022.7770884
0,383.3012580871582,http1,1532422083.2309554
0,430.77611923217773,http1,1532422142.735765
0,404.7420024871826,http1,1532422203.215681
0,344.5303440093994,http1,1532422262.6358254
0,219.7737693786621,http1,1532422322.9343283
0,224.92504119873047,http1,1532422382.2302046
0,535.2082252502441,http1,1532422442.8369963
0,235.34822463989258,http1,1532422503.142523
0,269.46377754211426,http1,1532422562.4822586
0,422.6875305175781,http1,1532422622.9771779
0,409.64293479919434,http1,1532422682.4606667
0,452.75163650512695,http1,1532422742.9867368
0,537.5924110412598,http1,1532422802.5944152
0,497.2374439239502,http1,1532422863.1633823
0,557.905912399292,http1,1532422922.796394
0,225.93402862548828,http1,1532422983.092306
0,262.12143898010254,http1,1532423042.4235835
0,464.202880859375,http1,1532423102.9601746
0,323.2262134552002,http1,1532423162.352654
0,234.21311378479004,http1,1532423222.6607027
0,248.80623817443848,http1,1532423282.9783902
0,233.23440551757812,http1,1532423342.291702
