,computationTime,networkTime,plt,protocol,timestamp
0,337.0,317.0,658.0,http2,1526922964.0
0,423.0,327.0,754.0,http2,1526923025.0
0,350.0,346.0,701.0,http2,1526923084.0
0,487.0,310.0,800.0,http2,1526923145.0
0,669.0,318.0,994.0,http2,1526923205.0
0,486.0,351.0,840.0,http2,1526923265.0
0,332.0,321.0,658.0,http2,1526923325.0
0,416.0,311.0,733.0,http2,1526923385.0
0,362.0,329.0,694.0,http2,1526923444.0
0,334.0,355.0,692.0,http2,1526923505.0
0,308.0,302.0,615.0,http2,1526923564.0
0,526.0,331.0,860.0,http2,1526923625.0
0,524.0,352.0,880.0,http2,1526923685.0
0,417.0,322.0,742.0,http2,1526923744.0
0,371.0,320.0,695.0,http2,1526923805.0
0,355.0,327.0,686.0,http2,1526923865.0
0,362.0,354.0,720.0,http2,1526923925.0
0,400.0,349.0,752.0,http2,1526923985.0
0,469.0,310.0,782.0,http2,1526924044.0
