,computationTime,domloading_ts,fetchstart_ts,loadeventend_ts,navigationstart_ts,networkTime,plt,protocol,requeststart_ts,responseend_ts,responsestart_ts,timestamp,ttfb
0,6293.0,1536380284960.0,1536380284564.0,1536380291253.0,1536380284563.0,404.0,6690.0,http1,1536380284900.0,1536380284968.0,1536380284948.0,1536380285.0,385.0
0,3925.0,1536380345107.0,1536380344714.0,1536380349032.0,1536380344713.0,416.0,4319.0,http1,1536380345068.0,1536380345130.0,1536380345095.0,1536380345.0,382.0
0,3823.0,1536380404770.0,1536380404408.0,1536380408593.0,1536380404407.0,371.0,4186.0,http1,1536380404730.0,1536380404779.0,1536380404758.0,1536380404.0,351.0
0,3929.0,1536380464375.0,1536380464001.0,1536380468304.0,1536380464001.0,382.0,4303.0,http1,1536380464338.0,1536380464383.0,1536380464363.0,1536380464.0,362.0
0,3889.0,1536380525153.0,1536380524724.0,1536380529042.0,1536380524723.0,458.0,4319.0,http1,1536380525097.0,1536380525182.0,1536380525141.0,1536380525.0,418.0
0,3653.0,1536380584835.0,1536380584460.0,1536380588488.0,1536380584458.0,382.0,4030.0,http1,1536380584775.0,1536380584842.0,1536380584823.0,1536380584.0,365.0
0,3930.0,1536380644290.0,1536380643933.0,1536380648220.0,1536380643932.0,366.0,4288.0,http1,1536380644253.0,1536380644299.0,1536380644279.0,1536380644.0,347.0
0,4080.0,1536380705030.0,1536380704624.0,1536380709110.0,1536380704623.0,414.0,4487.0,http1,1536380704986.0,1536380705038.0,1536380705018.0,1536380705.0,395.0
0,4057.0,1536380764887.0,1536380764519.0,1536380768944.0,1536380764518.0,377.0,4426.0,http1,1536380764850.0,1536380764896.0,1536380764875.0,1536380765.0,357.0
0,6236.0,1536380824739.0,1536380824383.0,1536380830975.0,1536380824379.0,364.0,6596.0,http1,1536380824702.0,1536380824747.0,1536380824728.0,1536380824.0,349.0
0,3870.0,1536380884854.0,1536380884444.0,1536380888724.0,1536380884443.0,419.0,4281.0,http1,1536380884815.0,1536380884863.0,1536380884842.0,1536380884.0,399.0
0,6238.0,1536380944500.0,1536380944131.0,1536380950738.0,1536380944130.0,378.0,6608.0,http1,1536380944462.0,1536380944509.0,1536380944489.0,1536380944.0,359.0
0,4049.0,1536381004568.0,1536381004199.0,1536381008617.0,1536381004199.0,377.0,4418.0,http1,1536381004530.0,1536381004576.0,1536381004556.0,1536381004.0,357.0
0,3854.0,1536381064363.0,1536381063963.0,1536381068217.0,1536381063959.0,408.0,4258.0,http1,1536381064326.0,1536381064371.0,1536381064352.0,1536381064.0,393.0
0,3609.0,1536381124992.0,1536381124587.0,1536381128601.0,1536381124586.0,413.0,4015.0,http1,1536381124908.0,1536381125000.0,1536381124980.0,1536381125.0,394.0
0,5883.0,1536381184405.0,1536381184038.0,1536381190288.0,1536381184037.0,375.0,6251.0,http1,1536381184367.0,1536381184413.0,1536381184393.0,1536381184.0,356.0
0,3835.0,1536381244999.0,1536381244591.0,1536381248834.0,1536381244586.0,417.0,4248.0,http1,1536381244958.0,1536381245008.0,1536381244987.0,1536381245.0,401.0
0,3914.0,1536381304624.0,1536381304259.0,1536381308538.0,1536381304259.0,373.0,4279.0,http1,1536381304586.0,1536381304632.0,1536381304612.0,1536381304.0,353.0
0,3802.0,1536381364354.0,1536381363994.0,1536381368156.0,1536381363988.0,368.0,4168.0,http1,1536381364316.0,1536381364362.0,1536381364342.0,1536381364.0,354.0
0,4007.0,1536381425113.0,1536381424708.0,1536381429120.0,1536381424707.0,414.0,4413.0,http1,1536381425074.0,1536381425122.0,1536381425101.0,1536381425.0,394.0
0,3756.0,1536381484925.0,1536381484519.0,1536381488681.0,1536381484519.0,436.0,4162.0,http1,1536381484883.0,1536381484955.0,1536381484913.0,1536381485.0,394.0
