,computationTime,networkTime,plt,protocol,timestamp
0,858.0,497.0,1359.0,http1,1527408666.0
0,840.0,508.0,1354.0,http1,1527408726.0
0,854.0,462.0,1323.0,http1,1527408785.0
0,864.0,494.0,1363.0,http1,1527408845.0
0,904.0,504.0,1417.0,http1,1527408906.0
0,896.0,465.0,1366.0,http1,1527408966.0
0,854.0,462.0,1322.0,http1,1527409025.0
0,927.0,488.0,1421.0,http1,1527409086.0
0,919.0,487.0,1411.0,http1,1527409146.0
0,892.0,457.0,1354.0,http1,1527409205.0
0,870.0,460.0,1334.0,http1,1527409265.0
0,860.0,488.0,1353.0,http1,1527409326.0
0,871.0,493.0,1369.0,http1,1527409386.0
0,850.0,461.0,1317.0,http1,1527409445.0
0,894.0,465.0,1363.0,http1,1527409505.0
0,920.0,508.0,1438.0,http1,1527409566.0
0,901.0,461.0,1369.0,http1,1527409625.0
