,computationTime,networkTime,plt,protocol,timestamp
0,891.0,460.0,1355.0,http1,1527407645.0
0,919.0,502.0,1427.0,http1,1527407705.0
0,838.0,484.0,1328.0,http1,1527407766.0
0,939.0,481.0,1424.0,http1,1527407826.0
0,889.0,478.0,1373.0,http1,1527407885.0
0,881.0,496.0,1382.0,http1,1527407945.0
0,867.0,480.0,1351.0,http1,1527408006.0
0,867.0,462.0,1338.0,http1,1527408065.0
0,1055.0,463.0,1522.0,http1,1527408125.0
0,969.0,500.0,1473.0,http1,1527408186.0
0,873.0,494.0,1374.0,http1,1527408245.0
0,1224.0,469.0,1699.0,http1,1527408306.0
0,893.0,469.0,1368.0,http1,1527408365.0
0,929.0,496.0,1430.0,http1,1527408425.0
0,935.0,485.0,1427.0,http1,1527408486.0
0,842.0,462.0,1310.0,http1,1527408546.0
0,862.0,475.0,1342.0,http1,1527408605.0
