,computationTime,domloading_ts,fetchstart_ts,loadeventend_ts,navigationstart_ts,networkTime,plt,protocol,requeststart_ts,responseend_ts,responsestart_ts,timestamp,ttfb
0,4392.0,1537285325132.0,1537285324566.0,1537285329524.0,1537285324565.0,658.0,4959.0,http1,1537285325014.0,1537285325224.0,1537285325120.0,1537285325.0,555.0
0,3862.0,1537285385221.0,1537285384699.0,1537285389083.0,1537285384698.0,562.0,4385.0,http1,1537285385103.0,1537285385261.0,1537285385209.0,1537285385.0,511.0
0,4523.0,1537285444805.0,1537285444272.0,1537285449328.0,1537285444271.0,573.0,5057.0,http1,1537285444686.0,1537285444845.0,1537285444793.0,1537285444.0,522.0
0,3803.0,1537285505071.0,1537285504546.0,1537285508874.0,1537285504543.0,565.0,4331.0,http1,1537285504953.0,1537285505111.0,1537285505059.0,1537285505.0,516.0
0,4155.0,1537285564591.0,1537285564046.0,1537285568746.0,1537285564043.0,585.0,4703.0,http1,1537285564473.0,1537285564631.0,1537285564579.0,1537285564.0,536.0
0,3721.0,1537285624489.0,1537285623963.0,1537285628210.0,1537285623963.0,534.0,4247.0,http1,1537285624371.0,1537285624497.0,1537285624477.0,1537285624.0,514.0
0,4053.0,1537285684913.0,1537285684395.0,1537285688966.0,1537285684395.0,561.0,4571.0,http1,1537285684796.0,1537285684956.0,1537285684901.0,1537285684.0,506.0
0,3702.0,1537285744708.0,1537285744167.0,1537285748410.0,1537285744166.0,582.0,4244.0,http1,1537285744590.0,1537285744749.0,1537285744696.0,1537285744.0,530.0
0,3986.0,1537285805217.0,1537285804694.0,1537285809203.0,1537285804690.0,563.0,4513.0,http1,1537285805099.0,1537285805257.0,1537285805205.0,1537285805.0,515.0
0,4278.0,1537285864915.0,1537285864398.0,1537285869193.0,1537285864398.0,557.0,4795.0,http1,1537285864796.0,1537285864955.0,1537285864903.0,1537285864.0,505.0
0,3884.0,1537285924981.0,1537285924439.0,1537285928865.0,1537285924438.0,582.0,4427.0,http1,1537285924863.0,1537285925021.0,1537285924969.0,1537285924.0,531.0
0,3798.0,1537285984672.0,1537285984145.0,1537285988470.0,1537285984144.0,567.0,4326.0,http1,1537285984554.0,1537285984712.0,1537285984660.0,1537285984.0,516.0
0,3909.0,1537286045177.0,1537286044659.0,1537286049086.0,1537286044658.0,558.0,4428.0,http1,1537286045059.0,1537286045217.0,1537286045165.0,1537286045.0,507.0
0,3906.0,1537286104818.0,1537286104258.0,1537286108724.0,1537286104254.0,601.0,4470.0,http1,1537286104701.0,1537286104859.0,1537286104806.0,1537286104.0,552.0
