,computationTime,networkTime,plt,protocol,timestamp
0,543.0,295.0,843.0,http1,1527413765.0
0,452.0,273.0,729.0,http1,1527413825.0
0,553.0,282.0,840.0,http1,1527413885.0
0,631.0,527.0,1167.0,http1,1527413945.0
0,398.0,284.0,685.0,http1,1527414005.0
0,419.0,290.0,712.0,http1,1527414065.0
0,372.0,266.0,642.0,http1,1527414125.0
0,479.0,297.0,780.0,http1,1527414185.0
0,558.0,263.0,825.0,http1,1527414245.0
0,335.0,276.0,616.0,http1,1527414304.0
0,349.0,312.0,669.0,http1,1527414365.0
0,695.0,283.0,981.0,http1,1527414425.0
0,392.0,279.0,674.0,http1,1527414485.0
0,360.0,305.0,672.0,http1,1527414544.0
0,487.0,281.0,773.0,http1,1527414605.0
0,591.0,265.0,860.0,http1,1527414665.0
0,412.0,266.0,685.0,http1,1527414725.0
0,434.0,489.0,931.0,http1,1527414785.0
0,328.0,285.0,616.0,http1,1527414844.0
