,loadingTime,protocol,timestamp
0,501.45411491394043,http1,1532361543.0523744
0,387.2215747833252,http1,1532361602.5468054
0,346.9095230102539,http1,1532361663.0127535
0,253.10087203979492,http1,1532361722.3743827
0,243.41368675231934,http1,1532361782.7303674
0,223.5116958618164,http1,1532361843.0657446
0,224.32184219360352,http1,1532361902.4064674
0,460.6614112854004,http1,1532361962.9779944
0,462.39542961120605,http1,1532362022.5475075
0,456.36487007141113,http1,1532362083.1189814
0,472.61667251586914,http1,1532362142.7058692
0,509.29713249206543,http1,1532362203.3278778
0,466.0348892211914,http1,1532362262.9058292
0,443.6159133911133,http1,1532362322.459544
0,382.01904296875,http1,1532362382.9522815
0,382.14850425720215,http1,1532362442.442966
0,419.4154739379883,http1,1532362502.9740412
0,471.3261127471924,http1,1532362562.5530498
0,527.8759002685547,http1,1532362623.2040255
0,363.6648654937744,http1,1532362682.682717
0,251.51824951171875,http1,1532362743.0513954
0,333.1308364868164,http1,1532362802.5025024
