,computationTime,domloading_ts,fetchstart_ts,loadeventend_ts,navigationstart_ts,networkTime,plt,protocol,requeststart_ts,responseend_ts,responsestart_ts,timestamp,ttfb
0,4565.0,1536637865074.0,1536637864094.0,1536637869639.0,1536637864093.0,986.0,5546.0,http2,1536637864756.0,1536637865080.0,1536637865062.0,1536637864.0,969.0
0,10301.0,1536637925546.0,1536637924570.0,1536637935847.0,1536637924569.0,1107.0,11278.0,http2,1536637925229.0,1536637925677.0,1536637925535.0,1536637925.0,966.0
0,11948.0,1536637984776.0,1536637983806.0,1536637996724.0,1536637983805.0,1109.0,12919.0,http2,1536637984459.0,1536637984915.0,1536637984764.0,1536637984.0,959.0
0,8637.0,1536638044566.0,1536638043654.0,1536638053203.0,1536638043653.0,1071.0,9550.0,http2,1536638044254.0,1536638044725.0,1536638044408.0,1536638044.0,755.0
0,8340.0,1536638105231.0,1536638104234.0,1536638113571.0,1536638104233.0,1137.0,9338.0,http2,1536638104914.0,1536638105371.0,1536638105220.0,1536638104.0,987.0
0,15642.0,1536638164770.0,1536638163634.0,1536638180412.0,1536638163633.0,1142.0,16779.0,http2,1536638164300.0,1536638164776.0,1536638164758.0,1536638164.0,1125.0
0,16149.0,1536638225684.0,1536638224461.0,1536638241833.0,1536638224460.0,1477.0,17373.0,http2,1536638225328.0,1536638225938.0,1536638225672.0,1536638224.0,1212.0
0,7897.0,1536638284951.0,1536638283953.0,1536638292848.0,1536638283951.0,1148.0,8897.0,http2,1536638284633.0,1536638285101.0,1536638284939.0,1536638284.0,988.0
0,11411.0,1536638344780.0,1536638343795.0,1536638356191.0,1536638343794.0,1129.0,12397.0,http2,1536638344463.0,1536638344924.0,1536638344768.0,1536638344.0,974.0
0,13129.0,1536638405118.0,1536638404143.0,1536638418247.0,1536638404141.0,1108.0,14106.0,http2,1536638404802.0,1536638405251.0,1536638405107.0,1536638404.0,966.0
0,11780.0,1536638465421.0,1536638464293.0,1536638477201.0,1536638464292.0,1135.0,12909.0,http2,1536638464951.0,1536638465428.0,1536638465409.0,1536638464.0,1117.0
0,11325.0,1536638525132.0,1536638524146.0,1536638536457.0,1536638524146.0,1135.0,12311.0,http2,1536638524815.0,1536638525281.0,1536638525121.0,1536638524.0,975.0
0,11616.0,1536638585439.0,1536638584413.0,1536638597055.0,1536638584413.0,1033.0,12642.0,http2,1536638585121.0,1536638585446.0,1536638585427.0,1536638584.0,1014.0
0,11608.0,1536638644977.0,1536638644018.0,1536638656585.0,1536638644017.0,1119.0,12568.0,http2,1536638644660.0,1536638645137.0,1536638644966.0,1536638644.0,949.0
0,17021.0,1536638705484.0,1536638704522.0,1536638722505.0,1536638704521.0,1119.0,17984.0,http2,1536638705167.0,1536638705641.0,1536638705473.0,1536638705.0,952.0
0,13620.0,1536638765412.0,1536638764455.0,1536638779032.0,1536638764454.0,1249.0,14578.0,http2,1536638765095.0,1536638765704.0,1536638765401.0,1536638764.0,947.0
0,13923.0,1536638824940.0,1536638823989.0,1536638838863.0,1536638823987.0,1091.0,14876.0,http2,1536638824623.0,1536638825080.0,1536638824929.0,1536638824.0,942.0
0,13826.0,1536638884936.0,1536638883914.0,1536638898762.0,1536638883914.0,1182.0,14848.0,http2,1536638884619.0,1536638885096.0,1536638884925.0,1536638884.0,1011.0
0,11558.0,1536638944787.0,1536638943834.0,1536638956345.0,1536638943833.0,1113.0,12512.0,http2,1536638944470.0,1536638944947.0,1536638944775.0,1536638944.0,942.0
0,9339.0,1536639005250.0,1536639004286.0,1536639014589.0,1536639004285.0,1096.0,10304.0,http2,1536639004933.0,1536639005382.0,1536639005238.0,1536639004.0,953.0
0,13274.0,1536639065501.0,1536639064534.0,1536639078775.0,1536639064534.0,1132.0,14241.0,http2,1536639065183.0,1536639065666.0,1536639065490.0,1536639065.0,956.0
0,13401.0,1536639124684.0,1536639123712.0,1536639138085.0,1536639123712.0,1111.0,14373.0,http2,1536639124367.0,1536639124823.0,1536639124672.0,1536639124.0,960.0
0,8839.0,1536639185159.0,1536639184146.0,1536639193998.0,1536639184146.0,1021.0,9852.0,http2,1536639184841.0,1536639185167.0,1536639185147.0,1536639184.0,1001.0
0,12841.0,1536639244898.0,1536639243938.0,1536639257739.0,1536639243937.0,1111.0,13802.0,http2,1536639244580.0,1536639245049.0,1536639244886.0,1536639244.0,949.0
0,11106.0,1536639304736.0,1536639303686.0,1536639315842.0,1536639303685.0,1197.0,12157.0,http2,1536639304419.0,1536639304883.0,1536639304725.0,1536639304.0,1040.0
0,12071.0,1536639364844.0,1536639363801.0,1536639376915.0,1536639363798.0,1193.0,13117.0,http2,1536639364527.0,1536639364994.0,1536639364833.0,1536639364.0,1035.0
0,12690.0,1536639424828.0,1536639423854.0,1536639437518.0,1536639423853.0,1117.0,13665.0,http2,1536639424511.0,1536639424971.0,1536639424816.0,1536639424.0,963.0
0,12589.0,1536639485424.0,1536639484481.0,1536639498013.0,1536639484479.0,950.0,13534.0,http2,1536639485105.0,1536639485431.0,1536639485412.0,1536639484.0,933.0
0,13183.0,1536639544955.0,1536639543979.0,1536639558138.0,1536639543977.0,984.0,14161.0,http2,1536639544636.0,1536639544963.0,1536639544943.0,1536639544.0,966.0
0,13657.0,1536639605037.0,1536639604082.0,1536639618694.0,1536639604077.0,1100.0,14617.0,http2,1536639604720.0,1536639605182.0,1536639605026.0,1536639604.0,949.0
0,13807.0,1536639664791.0,1536639663773.0,1536639678598.0,1536639663772.0,1178.0,14826.0,http2,1536639664474.0,1536639664951.0,1536639664779.0,1536639664.0,1007.0
0,11861.0,1536639725496.0,1536639724534.0,1536639737357.0,1536639724534.0,1105.0,12823.0,http2,1536639725178.0,1536639725639.0,1536639725484.0,1536639725.0,950.0
0,14926.0,1536639785291.0,1536639784303.0,1536639800217.0,1536639784301.0,1121.0,15916.0,http2,1536639784974.0,1536639785424.0,1536639785280.0,1536639784.0,979.0
0,13497.0,1536639845398.0,1536639844398.0,1536639858895.0,1536639844397.0,1169.0,14498.0,http2,1536639845081.0,1536639845567.0,1536639845387.0,1536639844.0,990.0
0,12292.0,1536639904794.0,1536639903839.0,1536639917086.0,1536639903839.0,1119.0,13247.0,http2,1536639904476.0,1536639904958.0,1536639904782.0,1536639904.0,943.0
0,13845.0,1536639965168.0,1536639964158.0,1536639979013.0,1536639964157.0,1152.0,14856.0,http2,1536639964850.0,1536639965310.0,1536639965156.0,1536639964.0,999.0
0,13976.0,1536640024906.0,1536640023946.0,1536640038882.0,1536640023946.0,1099.0,14936.0,http2,1536640024589.0,1536640025045.0,1536640024895.0,1536640024.0,949.0
0,9848.0,1536640084914.0,1536640083934.0,1536640094762.0,1536640083930.0,988.0,10832.0,http2,1536640084597.0,1536640084922.0,1536640084902.0,1536640084.0,972.0
0,13229.0,1536640144698.0,1536640143703.0,1536640157927.0,1536640143702.0,1156.0,14225.0,http2,1536640144380.0,1536640144859.0,1536640144686.0,1536640144.0,984.0
0,14109.0,1536640204873.0,1536640203877.0,1536640218982.0,1536640203877.0,1169.0,15105.0,http2,1536640204556.0,1536640205046.0,1536640204862.0,1536640204.0,985.0
0,17963.0,1536640265008.0,1536640264034.0,1536640282971.0,1536640264034.0,1268.0,18937.0,http2,1536640264691.0,1536640265302.0,1536640264997.0,1536640264.0,963.0
0,15318.0,1536640324916.0,1536640323933.0,1536640340234.0,1536640323929.0,1143.0,16305.0,http2,1536640324599.0,1536640325076.0,1536640324905.0,1536640324.0,976.0
0,10817.0,1536640385258.0,1536640384286.0,1536640396075.0,1536640384286.0,1123.0,11789.0,http2,1536640384941.0,1536640385409.0,1536640385247.0,1536640384.0,961.0
0,12628.0,1536640445162.0,1536640444146.0,1536640457790.0,1536640444145.0,1187.0,13645.0,http2,1536640444844.0,1536640445333.0,1536640445150.0,1536640444.0,1005.0
0,16033.0,1536640504696.0,1536640503734.0,1536640520729.0,1536640503734.0,1113.0,16995.0,http2,1536640504384.0,1536640504847.0,1536640504537.0,1536640504.0,803.0
0,16739.0,1536640564807.0,1536640563798.0,1536640581546.0,1536640563798.0,1156.0,17748.0,http2,1536640564491.0,1536640564954.0,1536640564796.0,1536640564.0,998.0
0,9746.0,1536640625436.0,1536640624491.0,1536640635182.0,1536640624487.0,1102.0,10695.0,http2,1536640625119.0,1536640625593.0,1536640625425.0,1536640624.0,938.0
