,computationTime,networkTime,plt,timestamp
0,351.0,313.0,669.0,1526920385.0
0,367.0,306.0,677.0,1526920445.0
0,419.0,287.0,710.0,1526920505.0
0,380.0,288.0,676.0,1526920564.0
0,417.0,322.0,745.0,1526920625.0
0,359.0,285.0,648.0,1526920684.0
0,435.0,276.0,716.0,1526920745.0
0,330.0,270.0,605.0,1526920804.0
0,525.0,312.0,841.0,1526920865.0
0,371.0,316.0,691.0,1526920925.0
0,420.0,280.0,707.0,1526920985.0
0,400.0,270.0,677.0,1526921045.0
0,388.0,304.0,696.0,1526921104.0
0,369.0,333.0,709.0,1526921165.0
0,370.0,272.0,647.0,1526921224.0
0,468.0,281.0,752.0,1526921285.0
0,327.0,308.0,638.0,1526921344.0
