,computationTime,networkTime,plt,protocol,timestamp
0,480.0,302.0,786.0,http1,1527565085.0
0,334.0,313.0,650.0,http1,1527565145.0
0,515.0,271.0,791.0,http1,1527565205.0
0,424.0,309.0,738.0,http1,1527565265.0
0,430.0,268.0,702.0,http1,1527565325.0
0,477.0,294.0,776.0,http1,1527565385.0
0,472.0,302.0,778.0,http1,1527565445.0
0,317.0,286.0,606.0,http1,1527565505.0
0,394.0,287.0,685.0,http1,1527565565.0
0,468.0,297.0,771.0,http1,1527565625.0
0,403.0,286.0,697.0,http1,1527565685.0
0,347.0,291.0,644.0,http1,1527565745.0
0,508.0,275.0,789.0,http1,1527565805.0
0,481.0,299.0,785.0,http1,1527565865.0
0,282.0,256.0,543.0,http1,1527565924.0
0,444.0,287.0,734.0,http1,1527565985.0
0,383.0,303.0,690.0,http1,1527566044.0
0,381.0,280.0,669.0,http1,1527566105.0
0,339.0,274.0,617.0,http1,1527566164.0
