,computationTime,networkTime,plt,protocol,timestamp
0,699.0,485.0,1187.0,http2,1527409745.0
0,939.0,477.0,1419.0,http2,1527409806.0
0,959.0,462.0,1424.0,http2,1527409866.0
0,637.0,466.0,1106.0,http2,1527409925.0
0,630.0,503.0,1139.0,http2,1527409985.0
0,937.0,553.0,1493.0,http2,1527410046.0
0,641.0,481.0,1124.0,http2,1527410105.0
0,645.0,521.0,1169.0,http2,1527410165.0
0,635.0,478.0,1116.0,http2,1527410225.0
0,624.0,462.0,1089.0,http2,1527410285.0
0,651.0,527.0,1180.0,http2,1527410346.0
0,1322.0,477.0,1802.0,http2,1527410406.0
0,696.0,466.0,1165.0,http2,1527410465.0
0,654.0,507.0,1164.0,http2,1527410525.0
0,646.0,465.0,1117.0,http2,1527410585.0
0,671.0,462.0,1136.0,http2,1527410645.0
0,634.0,489.0,1126.0,http2,1527410705.0
0,625.0,519.0,1149.0,http2,1527410765.0
0,653.0,462.0,1122.0,http2,1527410825.0
0,918.0,482.0,1403.0,http2,1527410886.0
0,646.0,505.0,1155.0,http2,1527410945.0
0,653.0,463.0,1119.0,http2,1527411005.0
0,640.0,462.0,1109.0,http2,1527411065.0
