,computationTime,networkTime,plt,protocol,timestamp
0,587.0,315.0,905.0,http2,1527560825.0
0,559.0,335.0,896.0,http2,1527560885.0
0,379.0,370.0,753.0,http2,1527560944.0
0,405.0,339.0,747.0,http2,1527561005.0
0,399.0,347.0,748.0,http2,1527561065.0
0,410.0,356.0,769.0,http2,1527561125.0
0,409.0,340.0,753.0,http2,1527561185.0
0,378.0,324.0,704.0,http2,1527561245.0
0,513.0,332.0,850.0,http2,1527561305.0
0,435.0,358.0,801.0,http2,1527561364.0
0,734.0,320.0,1056.0,http2,1527561425.0
0,754.0,346.0,1105.0,http2,1527561485.0
0,545.0,379.0,927.0,http2,1527561545.0
0,405.0,320.0,727.0,http2,1527561604.0
0,445.0,348.0,796.0,http2,1527561665.0
0,417.0,346.0,765.0,http2,1527561725.0
0,392.0,333.0,727.0,http2,1527561785.0
0,379.0,335.0,721.0,http2,1527561845.0
0,514.0,357.0,873.0,http2,1527561905.0
0,646.0,371.0,1020.0,http2,1527561965.0
0,564.0,315.0,882.0,http2,1527562025.0
0,631.0,345.0,979.0,http2,1527562086.0
