,loadingTime,protocol,timestamp
0,592.6780700683594,http1,1532360163.1202314
0,691.2386417388916,http1,1532360222.927943
0,695.1792240142822,http1,1532360282.7309546
0,678.7548065185547,http1,1532360343.5223174
0,620.7571029663086,http1,1532360403.2548416
0,592.0331478118896,http1,1532360462.9599938
0,555.9754371643066,http1,1532360522.624524
0,536.3123416900635,http1,1532360583.2709138
0,623.5866546630859,http1,1532360643.0083423
0,542.2482490539551,http1,1532360702.6610336
0,511.76977157592773,http1,1532360763.2856317
0,475.83794593811035,http1,1532360822.8723512
0,492.5882816314697,http1,1532360882.4750202
0,618.7455654144287,http1,1532360943.2065392
0,704.1077613830566,http1,1532361003.0203037
0,661.3125801086426,http1,1532361062.792882
0,597.5244045257568,http1,1532361123.4992123
0,572.4852085113525,http1,1532361183.1900835
0,535.3109836578369,http1,1532361242.8364203
0,344.24614906311035,http1,1532361303.2909248
0,649.8301029205322,http1,1532361363.0629342
0,614.750862121582,http1,1532361422.7919767
0,538.5007858276367,http1,1532361483.4483035
