,computationTime,networkTime,plt,protocol,timestamp
0,419.0,339.0,762.0,http1,1526924045.0
0,459.0,326.0,789.0,http1,1526924105.0
0,433.0,795.0,1233.0,http1,1526924166.0
0,416.0,351.0,770.0,http1,1526924225.0
0,417.0,345.0,766.0,http1,1526924285.0
0,394.0,323.0,723.0,http1,1526924345.0
0,366.0,417.0,790.0,http1,1526924405.0
0,394.0,356.0,753.0,http1,1526924465.0
0,553.0,331.0,890.0,http1,1526924525.0
0,332.0,319.0,656.0,http1,1526924584.0
0,400.0,373.0,779.0,http1,1526924645.0
0,344.0,320.0,669.0,http1,1526924705.0
0,392.0,345.0,741.0,http1,1526924765.0
0,344.0,385.0,732.0,http1,1526924825.0
0,350.0,324.0,679.0,http1,1526924885.0
0,399.0,312.0,715.0,http1,1526924945.0
0,313.0,357.0,678.0,http1,1526925004.0
0,428.0,349.0,784.0,http1,1526925065.0
0,341.0,313.0,659.0,http1,1526925124.0
0,356.0,336.0,698.0,http1,1526925185.0
0,325.0,357.0,687.0,http1,1526925244.0
0,402.0,321.0,728.0,http1,1526925305.0
0,352.0,315.0,675.0,http1,1526925365.0
0,380.0,359.0,747.0,http1,1526925425.0
0,397.0,337.0,738.0,http1,1526925485.0
0,416.0,313.0,737.0,http1,1526925545.0
0,368.0,318.0,692.0,http1,1526925605.0
0,394.0,346.0,744.0,http1,1526925665.0
0,553.0,331.0,888.0,http1,1526925725.0
0,448.0,308.0,761.0,http1,1526925785.0
0,357.0,366.0,726.0,http1,1526925845.0
0,421.0,345.0,770.0,http1,1526925905.0
0,312.0,317.0,633.0,http1,1526925965.0
0,331.0,310.0,645.0,http1,1526926024.0
0,357.0,380.0,741.0,http1,1526926085.0
0,389.0,333.0,727.0,http1,1526926144.0
0,363.0,336.0,704.0,http1,1526926205.0
0,354.0,445.0,803.0,http1,1526926264.0
0,424.0,327.0,759.0,http1,1526926325.0
0,333.0,314.0,650.0,http1,1526926384.0
0,442.0,363.0,809.0,http1,1526926445.0
0,332.0,317.0,655.0,http1,1526926504.0
0,366.0,321.0,691.0,http1,1526926565.0
0,397.0,380.0,780.0,http1,1526926625.0
0,384.0,338.0,729.0,http1,1526926685.0
0,352.0,327.0,682.0,http1,1526926745.0
0,362.0,340.0,706.0,http1,1526926805.0
0,365.0,332.0,702.0,http1,1526926865.0
0,400.0,330.0,736.0,http1,1526926925.0
0,380.0,319.0,703.0,http1,1526926985.0
0,344.0,375.0,722.0,http1,1526927044.0
