,computationTime,networkTime,plt,protocol,timestamp
0,478.0,336.0,817.0,http2,1526927045.0
0,375.0,320.0,698.0,http2,1526927105.0
0,319.0,316.0,639.0,http2,1526927164.0
0,409.0,355.0,768.0,http2,1526927225.0
0,438.0,328.0,770.0,http2,1526927285.0
0,382.0,318.0,706.0,http2,1526927345.0
0,321.0,331.0,656.0,http2,1526927405.0
0,325.0,355.0,683.0,http2,1526927465.0
0,384.0,308.0,695.0,http2,1526927525.0
0,349.0,318.0,674.0,http2,1526927585.0
0,288.0,348.0,639.0,http2,1526927645.0
0,489.0,352.0,848.0,http2,1526927704.0
0,443.0,321.0,768.0,http2,1526927765.0
0,299.0,315.0,618.0,http2,1526927825.0
0,470.0,348.0,822.0,http2,1526927885.0
0,399.0,358.0,761.0,http2,1526927945.0
0,430.0,304.0,738.0,http2,1526928004.0
0,373.0,315.0,693.0,http2,1526928065.0
0,309.0,326.0,639.0,http2,1526928125.0
0,326.0,322.0,654.0,http2,1526928185.0
0,513.0,312.0,829.0,http2,1526928245.0
0,474.0,307.0,785.0,http2,1526928304.0
0,381.0,338.0,722.0,http2,1526928365.0
0,358.0,320.0,681.0,http2,1526928425.0
0,392.0,316.0,711.0,http2,1526928485.0
0,307.0,311.0,622.0,http2,1526928545.0
0,372.0,345.0,721.0,http2,1526928605.0
0,297.0,315.0,616.0,http2,1526928665.0
0,282.0,309.0,595.0,http2,1526928725.0
0,325.0,318.0,646.0,http2,1526928785.0
0,453.0,308.0,765.0,http2,1526928845.0
0,475.0,353.0,830.0,http2,1526928905.0
0,453.0,312.0,769.0,http2,1526928965.0
0,400.0,333.0,738.0,http2,1526929025.0
0,423.0,323.0,749.0,http2,1526929085.0
0,376.0,315.0,695.0,http2,1526929144.0
0,438.0,311.0,752.0,http2,1526929205.0
0,738.0,315.0,1056.0,http2,1526929265.0
0,312.0,325.0,641.0,http2,1526929324.0
0,491.0,331.0,827.0,http2,1526929385.0
0,366.0,317.0,686.0,http2,1526929445.0
0,409.0,318.0,731.0,http2,1526929505.0
0,607.0,330.0,939.0,http2,1526929565.0
