,computationTime,networkTime,plt,protocol,timestamp
0,937.0,417.0,1359.0,http1,1527411186.0
0,932.0,441.0,1382.0,http1,1527411246.0
0,825.0,448.0,1281.0,http1,1527411305.0
0,893.0,460.0,1361.0,http1,1527411365.0
0,850.0,414.0,1267.0,http1,1527411425.0
0,851.0,428.0,1283.0,http1,1527411485.0
0,896.0,454.0,1353.0,http1,1527411545.0
0,971.0,460.0,1435.0,http1,1527411606.0
0,920.0,422.0,1347.0,http1,1527411666.0
0,923.0,429.0,1356.0,http1,1527411726.0
0,822.0,457.0,1283.0,http1,1527411785.0
0,922.0,461.0,1387.0,http1,1527411845.0
0,845.0,410.0,1259.0,http1,1527411905.0
0,905.0,451.0,1360.0,http1,1527411965.0
0,839.0,460.0,1302.0,http1,1527412025.0
0,887.0,453.0,1344.0,http1,1527412086.0
0,977.0,425.0,1406.0,http1,1527412146.0
0,961.0,412.0,1378.0,http1,1527412206.0
0,827.0,453.0,1286.0,http1,1527412265.0
0,882.0,460.0,1345.0,http1,1527412325.0
0,899.0,421.0,1324.0,http1,1527412385.0
0,925.0,423.0,1352.0,http1,1527412445.0
0,896.0,457.0,1356.0,http1,1527412506.0
0,959.0,483.0,1447.0,http1,1527412566.0
0,890.0,447.0,1341.0,http1,1527412626.0
0,831.0,435.0,1270.0,http1,1527412685.0
0,909.0,452.0,1366.0,http1,1527412745.0
0,923.0,455.0,1386.0,http1,1527412805.0
0,897.0,426.0,1329.0,http1,1527412865.0
0,911.0,436.0,1354.0,http1,1527412926.0
0,935.0,454.0,1396.0,http1,1527412986.0
0,823.0,451.0,1278.0,http1,1527413045.0
0,833.0,421.0,1258.0,http1,1527413105.0
0,868.0,438.0,1314.0,http1,1527413165.0
0,838.0,450.0,1293.0,http1,1527413225.0
0,891.0,451.0,1346.0,http1,1527413285.0
0,924.0,416.0,1343.0,http1,1527413345.0
0,994.0,447.0,1445.0,http1,1527413406.0
0,931.0,449.0,1384.0,http1,1527413466.0
0,820.0,456.0,1280.0,http1,1527413525.0
0,840.0,425.0,1270.0,http1,1527413585.0
0,863.0,457.0,1323.0,http1,1527413645.0
0,603.0,301.0,909.0,http1,1527413705.0
