,computationTime,networkTime,plt,protocol,timestamp
0,606.0,361.0,973.0,http1,1527562085.0
0,474.0,350.0,829.0,http1,1527562145.0
0,355.0,384.0,744.0,http1,1527562205.0
0,460.0,329.0,794.0,http1,1527562265.0
0,524.0,341.0,870.0,http1,1527562325.0
0,575.0,358.0,938.0,http1,1527562385.0
0,587.0,331.0,925.0,http1,1527562445.0
0,439.0,332.0,775.0,http1,1527562505.0
0,369.0,393.0,767.0,http1,1527562565.0
0,471.0,377.0,852.0,http1,1527562625.0
0,606.0,379.0,990.0,http1,1527562685.0
0,674.0,380.0,1064.0,http1,1527562745.0
0,557.0,362.0,923.0,http1,1527562805.0
0,660.0,370.0,1036.0,http1,1527562865.0
0,590.0,342.0,937.0,http1,1527562925.0
0,685.0,361.0,1051.0,http1,1527562985.0
0,599.0,309.0,913.0,http1,1527563045.0
0,384.0,344.0,734.0,http1,1527563105.0
0,380.0,380.0,764.0,http1,1527563165.0
0,569.0,329.0,905.0,http1,1527563225.0
0,568.0,384.0,958.0,http1,1527563285.0
0,693.0,327.0,1027.0,http1,1527563345.0
0,671.0,355.0,1031.0,http1,1527563405.0
0,554.0,315.0,877.0,http1,1527563465.0
0,356.0,318.0,679.0,http1,1527563524.0
0,380.0,501.0,888.0,http1,1527563585.0
0,405.0,327.0,737.0,http1,1527563645.0
0,481.0,342.0,829.0,http1,1527563705.0
0,314.0,359.0,682.0,http1,1527563765.0
0,437.0,362.0,804.0,http1,1527563825.0
0,425.0,304.0,735.0,http1,1527563885.0
0,424.0,368.0,798.0,http1,1527563945.0
0,350.0,358.0,714.0,http1,1527564005.0
0,384.0,327.0,716.0,http1,1527564065.0
0,453.0,362.0,819.0,http1,1527564125.0
0,299.0,379.0,684.0,http1,1527564185.0
0,366.0,396.0,767.0,http1,1527564245.0
0,484.0,360.0,850.0,http1,1527564305.0
0,456.0,361.0,825.0,http1,1527564365.0
0,393.0,314.0,712.0,http1,1527564425.0
0,431.0,476.0,912.0,http1,1527564485.0
0,517.0,378.0,903.0,http1,1527564545.0
0,465.0,325.0,795.0,http1,1527564605.0
0,603.0,329.0,937.0,http1,1527564665.0
0,563.0,370.0,938.0,http1,1527564725.0
0,352.0,312.0,672.0,http1,1527564785.0
0,523.0,328.0,857.0,http1,1527564845.0
0,601.0,332.0,938.0,http1,1527564905.0
0,590.0,366.0,960.0,http1,1527564965.0
0,674.0,335.0,1014.0,http1,1527565025.0
