,loadingTime,protocol,timestamp
0,245.4967498779297,http1,1532418362.8285403
0,221.8477725982666,http1,1532418423.166407
0,227.30088233947754,http1,1532418482.5095456
0,246.27685546875,http1,1532418542.8669984
0,232.32340812683105,http1,1532418602.2211823
0,232.9258918762207,http1,1532418662.5681627
0,254.37188148498535,http1,1532418722.9370198
0,237.26606369018555,http1,1532418782.2977402
0,256.6361427307129,http1,1532418842.6670578
0,249.36914443969727,http1,1532418903.0291054
0,266.74461364746094,http1,1532418962.4039624
0,245.76973915100098,http1,1532419022.7777464
0,218.98317337036133,http1,1532419083.1061304
0,238.13557624816895,http1,1532419142.4535248
0,220.80183029174805,http1,1532419202.7967646
0,233.7193489074707,http1,1532419263.1507595
0,235.94021797180176,http1,1532419322.500711
0,242.1114444732666,http1,1532419382.8609037
0,226.2740135192871,http1,1532419442.2069108
0,230.97681999206543,http1,1532419502.5577426
0,232.34319686889648,http1,1532419562.9064097
0,230.83996772766113,http1,1532419622.259652
0,242.63882637023926,http1,1532419682.6212769
0,244.30084228515625,http1,1532419742.9778984
0,237.8556728363037,http1,1532419802.328297
0,230.99589347839355,http1,1532419862.6831508
0,228.13057899475098,http1,1532419923.0201626
0,237.2596263885498,http1,1532419982.3706257
0,223.75154495239258,http1,1532420042.7087114
0,227.3881435394287,http1,1532420103.0466158
