,computationTime,networkTime,plt,protocol,timestamp
0,467.0,370.0,843.0,http1,1527418265.0
0,407.0,341.0,757.0,http1,1527418324.0
0,400.0,350.0,755.0,http1,1527418385.0
0,516.0,405.0,926.0,http1,1527418445.0
0,388.0,374.0,768.0,http1,1527418505.0
0,354.0,357.0,717.0,http1,1527418565.0
0,468.0,400.0,874.0,http1,1527418625.0
0,377.0,503.0,888.0,http1,1527418685.0
0,381.0,386.0,775.0,http1,1527418744.0
0,369.0,397.0,773.0,http1,1527418805.0
0,414.0,347.0,769.0,http1,1527418865.0
0,756.0,423.0,1184.0,http1,1527418925.0
0,435.0,406.0,852.0,http1,1527418985.0
0,398.0,341.0,746.0,http1,1527419045.0
0,387.0,398.0,790.0,http1,1527419105.0
