,computationTime,networkTime,plt,protocol,timestamp
0,402.0,406.0,813.0,http2,1527565085.0
0,669.0,337.0,1009.0,http2,1527565145.0
0,504.0,358.0,865.0,http2,1527565204.0
0,418.0,350.0,770.0,http2,1527565265.0
0,495.0,323.0,821.0,http2,1527565325.0
0,504.0,335.0,843.0,http2,1527565385.0
0,598.0,373.0,974.0,http2,1527565445.0
0,490.0,314.0,808.0,http2,1527565505.0
0,414.0,302.0,718.0,http2,1527565565.0
0,399.0,361.0,763.0,http2,1527565625.0
0,392.0,366.0,761.0,http2,1527565685.0
0,580.0,331.0,913.0,http2,1527565745.0
0,571.0,323.0,896.0,http2,1527565805.0
0,468.0,354.0,824.0,http2,1527565865.0
0,413.0,325.0,744.0,http2,1527565925.0
0,402.0,344.0,749.0,http2,1527565985.0
0,462.0,374.0,839.0,http2,1527566045.0
0,459.0,319.0,782.0,http2,1527566104.0
0,363.0,342.0,708.0,http2,1527566165.0
